,02461e5d-eee8-4222-8b6d-bf141aad9440_01,0556e2d9-4c92-4293-ad66-2d7d24d5d213_01,05fbde79-00b6-4273-a0bc-d616844e0136_01,074c58a6-7304-4f34-babc-c537da15d971_01,07bec7d7-0aab-4b09-a796-bf1602bf682c_01,0b98a1b7-02d6-4b30-a411-f4e4bbd4c41e_01,0bab0c33-1df7-4078-9487-6c8309258564_01,0bd2551f-4060-43b2-bee3-956e7e09db31_01,0cc39a51-865a-44e1-9096-baf710fb3813_01,0cf24a4b-66af-454b-9e74-715cff8b73d4_01,0edeab00-e86e-484e-974f-e0f41efad22c_01,0efd3473-c23d-4788-a601-c600cbe60a32_01,11d10254-3a16-4526-98e8-80838f8427f2_01,18e7182d-16e8-4eff-96ec-56ff241810d3_01,1b1cae14-ad83-4d2a-b152-504392900e30_01,1b1e7d1d-634f-4d39-bea1-3c1d72bb2af4_01,1b67d80c-335e-4094-b973-e8c064c6bf59_01,1b6f6269-64a6-408b-9103-58128615117c_01,1d25c24e-bd3c-4023-85c1-b158f76324f1_01,1d8829fa-246d-49e9-9905-566a785155c7_01,2132f775-5d09-4b7f-b739-883b4aefb264_01,21e8b3c8-0be7-4fb1-b986-9e5403d04e26_01,22a82b1a-c799-40d9-8ff4-09b093947263_01,22a82b1a-c799-40d9-8ff4-09b093947263_05,23592bc3-17ff-44f3-9b17-c8f21d0af6b4_01,23742e7c-4c96-4253-9b6b-baf0e076b6e7_01,24718e25-4434-4054-861b-0b3e63fe506a_01,24718e25-4434-4054-861b-0b3e63fe506a_05,251b5341-405f-4f16-8334-475f2d358c25_01,27b529b8-0a7e-4a1a-9020-d33ee956c920_01,287fc873-3f50-4b7d-89eb-ebbf858ddfcf_01,29b8c1f6-8478-40db-a182-4ef15154a33d_01,2a85e0e7-7829-4637-b2c9-3beb3aeb571e_01,31356d96-f0a1-4a17-895f-89720c264377_01,320995df-9ef7-460c-aa37-e232e2d4e327_01,3290e7d0-64b4-402f-b2c4-0dc999ad3a64_01,34103b46-3d61-44a4-8b52-dcd29b5185a1_01,3713865f-b6d5-44f4-809b-8b17b696ace3_01,399cb248-9d00-41dc-af44-fa96ca9f649a_01,39a18c44-1990-4f01-a126-a6eda1d4ab1d_01,3cdbf331-991d-41cb-a694-a2aa95c4aa26_01,3f0a06d1-4c45-46b8-a06d-036c8998342c_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_05,43cdb4df-06db-4252-a25a-04def9d24c6d_01,43e0141d-9bea-4b26-86e0-88a11175053a_01,452a54f2-f389-4f6d-93d3-8350c48c17eb_01,46332d2c-aee8-4a8a-b781-55702082f097_01,485936b6-38dc-481a-9e35-89348b076466_01,4a380e03-667a-4d08-9a8c-e537a5900291_01,4d20edf6-0c1d-4556-b3f5-9d95ceb47c2a_01,4d215c5d-6813-44a6-ba6e-03c24da903b0_01,4e4e6280-713c-41bf-bf3a-e93c2fa44d59_01,4e7eb78e-a4e2-463e-a3a0-54e128108031_01,4efebe0b-ea06-4189-be34-5c191f69d1f6_01,526b0d88-481d-476c-ad83-548967bab58b_01,53670f27-e632-4e0e-be58-f5c6a66d967f_01,56ce11f3-4193-4314-9254-54bc514efbad_01,588cc671-b7d3-492a-843b-f2e99f1e1109_01,59f1f860-2f84-4668-ae62-8ca8fa38e47a_01,5c4f7b1b-1722-4e96-b70c-166f64b8b75e_01,5cea1082-2ad5-4233-a6e3-067566780471_01,606b2512-c27a-4904-87cb-c57eafd098f1_01,61544d30-175b-45bc-86bd-9ad45bebb840_01,626c1cb7-05f6-4db1-a809-f6fcba2cce8e_01,630c683d-d1a2-4bec-aa20-38ef59227d97_01,630c683d-d1a2-4bec-aa20-38ef59227d97_05,646116c6-167e-46c8-b43e-87d2b885c676_01,67dcde6d-e247-402e-ab27-ba2832b2cc3b_01,6939263c-8dad-469c-8905-7063460e4ab3_01,69509852-ed3e-4b5f-afc3-e7f7d88ce936_01,6a32e197-db90-4b3a-adc9-63b4c55d2cda_01,6a7dce9c-1c9d-41a2-a5ca-0a7d36e91fd7_01,6af41619-490e-4ffb-9a7b-ad9b7483b5a2_01,6d952a17-f8d7-4f4c-8b91-b050e84fbe54_01,6df1339c-39b8-45b3-b4ec-ca133ab3311a_01,6dfea807-028d-4ee3-991a-6c2607a8c8df_01,730bf0e5-50a3-4bdd-90ef-bc6d932979ce_01,79dc329e-9cde-4bd4-819c-ee3d45d813ca_01,7b394c92-c818-4d2b-9ed5-d560581190a7_01,7b411b6f-a273-4ea0-b5c8-637520f1fe5f_01,7db75a66-3e9d-40e1-93c0-23f3630d6a9c_01,8062ca27-542f-4a00-a047-c88b9b26f34f_01,8062ca27-542f-4a00-a047-c88b9b26f34f_05,814a95ad-02f8-44fe-9765-2da3183a2ef5_01,894b81b8-e98e-4ecb-b4e0-4c1c9ad97957_01,89d95f32-019c-48e7-b804-566285a8a2a6_01,8b5bb660-c3c6-4ad6-9b32-e12d458b8ad7_01,8ed15b85-5bb3-4317-a93d-67ee376a8244_01,8f734f5c-fe5c-4c81-98c9-f88a8ca4a5ee_01,8faad47d-3686-44ab-a0e3-842f64179229_01,8fb406e7-49b1-4662-860c-5a4d32b9d19c_01,905c998d-4219-46ef-9906-8e92d7416794_01,928ee84c-dd3c-48f0-a9ac-ddc8619317f4_01,97ca0157-0096-4b0c-a3e7-bab59078d2d6_01,9c947fba-e570-4a4b-9d16-9496dae1ee2e_01,9ea1db00-cae9-492c-b63a-bff816c046ed_01,9ed4368b-ac80-419e-b6ad-1c70d56ef4e7_01,a0be056d-792d-40a0-97c6-fbd4976820b3_01,a123784a-0b6b-4f9a-847f-c5a17cb922bb_01,a18378cd-06e4-44ce-9aa5-d78986bcfe32_01,a1a4313c-9c5b-432c-a879-5425898ffaee_01,a1fe45e4-587e-43fc-b53d-85b5a7c4959b_01,a22235ef-0fd3-4087-a36c-bb22704450ea_01,a30fbec8-68c1-41ed-984f-8476f1984085_01,a3a72058-5a59-45ac-b945-3dcaa566cb03_01,a4357b2b-5650-4deb-a300-9e1420e438ed_01,a4bdd4ea-3870-4e60-be7a-cdd44ce22445_01,a554973a-e5ce-4fee-ae98-ace6c4d08565_01,a789b81c-3d8f-42a6-80b9-ae2ab4df34e9_01,a9c10a1d-ef0b-4a4e-8433-522a9e04796e_01,a9d8a9e3-2a0d-4dbd-808f-646a624d2e0a_01,aac5502e-147d-4ff9-9876-d9bffacf3dd0_01,b0df5500-d608-416e-82f4-9a99206d24c8_01,b3f29a2a-5ae2-45b5-8f59-d96ca461637a_01,b8f0d793-c9ac-4964-aded-35bbd30b669b_01,bac49a26-1556-45b8-8729-a05df52623d8_01,bbbd714f-8a2b-452a-939a-d6839eb7865c_01,bd42cf82-4281-41bf-93e5-8403f1a94905_01,be3b6f94-9468-4164-9d96-abc205f53e92_01,be5254df-ebcf-4a63-9f9f-4a73b7a8d9ed_01,be64d20a-bcda-4623-912a-826e86f3225e_01,c08e6d8f-329c-49d5-afc0-ff52e978b915_01,c3515fef-c079-4be0-9005-2fc8a0bdeb39_01,c50d0ef9-1cc7-4bad-b1de-aa866276b977_01,c5a16472-ac62-422b-a799-26d17aeaa38e_01,c8744498-5d0e-4090-a6f1-c84aa6bb2bcb_01,cb342b8c-90db-43d3-83df-db6e728712bf_01,cbdd5d0c-baba-4b67-9740-9605b73adf6c_01,cbf26a55-e2d4-4c90-b7eb-b8161afa9de8_01,cf81c2f5-ac98-4423-9d80-150ce436e003_01,d0f2103b-a525-4ab4-a476-df21623e756c_01,d1e7a280-963a-48b0-b6fb-1acf7c1a435e_01,d4749ab4-c2fb-4384-8576-97dda543357f_01,d5a27462-bc30-4f5f-9572-7bea0844ce38_01,d69f7591-8917-4097-9b16-7977fa6a0dc6_01,d6b67920-f8e8-40fe-a5dd-aa0004d88a21_01,d6c4198b-6c69-40e5-a8eb-b2de3ac0b2b7_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_05,dd6e87af-ea8f-41e9-bf7d-0222d88b7873_01,dfdd5d0a-b87a-4b07-8e66-8ff396e86efd_01,e03c99f2-93cb-457f-8a77-d600f292e313_01,e089ebef-a48e-43d1-a21b-000d820453ef_01,e08bddcd-8ea5-4994-af6a-9fe9b7c93da4_01,e2e7d802-c59c-40bf-b3b5-5c3d3d4eb4fe_01,e535d430-ad45-4df6-bccc-6ed718f4237a_01,e6b32289-55a3-4852-88f3-5e483463249e_01,e9844c04-0562-4b01-a008-812365bd4c2c_01,e9d6e631-a4d9-4855-a8b3-b11e3be63cfc_01,eded94bb-625f-4615-81c7-b794c7c9da62_01,f02b66f4-3f20-443e-80c4-70139252959a_01,f18e8e44-6dca-4588-a003-77d70d6e6866_01,f5f4b937-8b81-4be5-b93e-b3224e357c15_01,fec8549c-9328-47b3-8266-f446db5b7ae9_01,ff929d39-66ca-4de0-8902-80361385acf1_01
MIMAT0000072,144.719452,64.229585,76.296791,154.104808,39.281722,38.407192,39.712169,71.316708,47.620771,16.791301,54.596852,230.86711,66.546958,142.410396,44.637024,37.124856,60.33533,40.749001,160.927964,138.020258,191.802961,84.402089,39.340962,23.6417,73.572711,95.22513,77.699192,69.486666,50.945707,48.349617,88.8778,150.881291,47.759296,12.467618,48.21079,86.440037,27.828686,148.675053,45.500083,79.69966,66.591827,180.335164,150.058051,34.226928,93.516037,11.949422,82.710644,113.972138,82.156233,154.92442,40.542317,86.591453,75.457224,47.890052,58.748039,46.358155,59.362168,57.092494,52.310579,68.542372,109.07212,179.128534,59.920973,196.322859,86.552367,44.035789,27.645999,60.773499,36.40688,58.577477,73.359498,25.923136,27.274578,59.065831,5.082979,23.227749,91.729816,69.341273,134.069122,47.078869,74.347835,53.531342,64.271122,55.483901,75.065957,31.966239,179.968469,35.802613,99.766649,49.202479,50.03878,25.606442,65.451179,73.000428,106.527853,60.232952,86.280337,23.317727,96.799317,42.627616,59.500913,71.619718,101.785179,118.05989,33.398582,354.378666,147.376591,165.136655,78.762739,18.444262,139.167142,166.856038,72.772382,108.907454,18.014374,117.444717,88.986407,49.998246,153.674765,255.398557,58.394551,51.89105,37.309908,168.546834,85.297048,55.47218,41.289145,52.362899,79.978253,36.380059,67.289303,98.579616,124.45163,122.351076,38.986257,205.556834,62.028568,82.88912,113.630238,116.369277,72.154291,164.248191,74.122146,34.551564,53.36918,70.088672,75.294488,49.139494,40.812947,187.350537,46.258356,107.398922,215.618011,120.555415,36.107477,67.844178
MIMAT0000073,116.36475,59.423288,93.325833,97.018,48.493807,42.414897,37.082824,71.486916,45.303277,42.691607,47.499263,146.183638,83.282142,164.035679,69.39369,42.791282,61.295574,77.480495,151.201549,133.887915,156.04309,117.925172,81.888395,48.05099,138.970677,79.25691,78.447742,159.310895,40.377183,78.9002,78.303484,67.682565,54.860532,18.178591,36.002908,88.899712,47.665053,167.018079,47.502085,89.822804,132.733707,152.858277,83.48489,55.680171,101.202287,13.56421,68.483854,102.525156,74.261339,111.513203,43.497295,93.846413,92.638254,105.06491,94.783553,73.18748,44.502074,54.206953,72.303629,119.396388,120.1642,183.465786,71.196424,198.358799,97.246098,64.204853,61.263533,99.591255,36.144014,61.971308,118.832337,36.759855,61.367803,80.034199,8.850361,26.98999,90.296538,130.041232,193.75743,56.378398,99.056909,60.255723,60.331561,75.353135,65.731841,45.075987,129.398815,67.03468,104.582971,58.382046,68.546274,48.012077,102.335268,96.030325,88.71383,73.463312,66.708759,30.445032,119.768648,51.15314,77.950809,92.986927,109.160918,77.427425,45.92305,234.778627,132.532906,126.640167,64.625837,31.908571,166.496038,189.12785,51.384084,81.476491,23.901998,88.172782,87.315301,47.998317,139.768613,179.71298,74.668444,44.048573,49.014978,90.091848,74.471602,94.717804,65.670565,59.269662,70.773594,50.337189,114.927746,83.570075,123.923548,202.172054,56.592953,134.307435,43.30653,66.173434,131.111814,229.024643,55.287054,174.820488,134.732441,73.82952,83.906625,158.643822,110.123222,65.099327,49.239914,242.846803,46.50182,81.124544,153.056012,118.963924,31.457273,79.00841
MIMAT0000074,437.840786,173.245103,326.556943,605.475129,231.345007,142.941543,147.061958,274.288486,195.566618,178.887715,160.514748,549.557101,267.172263,489.997252,227.873872,156.315182,188.207821,222.11075,408.509447,370.257931,466.62885,327.147253,249.858267,152.135877,328.449603,221.997236,311.096191,313.1137,215.164315,156.73777,213.092556,249.596178,172.935991,75.28832,124.561784,378.614383,230.9107,479.171331,179.634325,203.266272,499.88864,479.688647,397.559877,168.023105,357.695281,73.680409,394.444691,486.745638,267.686225,408.611898,224.460232,330.685741,221.263799,211.595842,192.358594,294.757566,215.940643,208.377303,175.281525,283.842798,525.02512,602.010663,210.206636,676.22318,264.66979,149.923374,164.99132,333.024724,146.02182,288.882669,368.053644,106.242353,152.283067,288.979574,40.723629,107.142084,248.91268,326.683808,464.191378,345.494131,291.214072,311.826655,213.636756,222.685379,313.724613,137.742159,411.25026,206.436342,347.463159,235.731284,224.146317,195.74925,280.789174,331.253929,309.845228,284.800893,266.421553,124.243889,333.055281,209.980482,173.429015,296.371096,392.599983,348.987744,156.034001,732.412049,682.809529,387.619797,203.975298,105.132281,429.273872,495.456551,189.886361,401.667675,107.73474,524.039042,231.657101,220.202807,444.054077,575.854498,202.945001,173.580138,300.491074,425.308599,173.207135,309.059286,191.008228,162.710482,270.821501,157.189316,279.081884,173.118524,418.065942,361.505823,190.320006,477.108231,173.604345,257.283689,280.870644,634.66649,331.566152,436.484846,309.228323,233.386036,251.719873,277.836537,251.048737,252.557389,195.968243,687.424564,176.999078,349.0465,633.743092,305.5662,137.864913,336.859225
MIMAT0000075,1613.456185,1422.008027,893.857806,2276.07773,550.117915,659.601748,584.983813,1147.620309,714.461074,535.346182,988.203043,3043.775159,941.698559,2172.549711,1431.948143,679.384861,843.574336,1125.619413,1669.760255,1822.638739,2733.75486,1660.224766,1043.213766,668.568852,2216.523904,976.982586,641.654612,1817.245826,909.435063,1062.363302,1322.324977,1735.402369,891.553261,283.376878,1225.961076,2308.581439,728.841988,2946.469256,1024.024859,1559.767353,1481.668126,2882.759582,1295.223778,767.73131,1205.744818,242.679365,859.186452,2527.79253,1274.778551,1332.188116,938.501442,1285.766073,2169.453244,1496.80847,1472.888225,871.679347,913.348362,882.151194,1084.006684,1778.232271,1961.911646,1567.916823,1619.477023,2284.034678,1958.957467,1113.668473,876.488737,1691.294864,662.421213,764.358015,1720.682202,814.87886,996.090358,728.429346,161.399515,425.705757,1821.696827,1496.633363,2792.953657,459.413368,1784.127422,367.467607,637.983739,1033.012734,1067.823075,932.408466,690.12702,1003.742768,915.789036,1134.961666,1263.479199,396.999884,1834.983473,2516.631856,1079.054711,925.42882,1115.304299,351.261762,2469.202934,721.827644,1041.95783,1386.494421,1145.34671,1805.661684,813.829518,2981.821234,1790.254485,2745.064984,1053.535775,628.949262,1687.243923,2180.812067,1418.148547,781.455885,223.553978,2598.062769,2695.076586,655.766486,2404.703674,1901.801349,850.310831,1479.613811,672.767142,1516.9215,1564.090278,1175.104538,1429.314948,1083.237414,1037.262706,964.186002,1519.666339,1854.314342,1807.629115,3728.471834,528.620105,2195.748838,1546.553762,1019.484458,1882.474286,3008.682303,1325.561805,1532.227949,2689.63012,1309.862826,1347.072331,1285.938284,1320.472068,1819.701186,760.244422,1508.931354,822.668346,1652.600924,1933.151577,1471.73095,615.058047,1131.237263
MIMAT0000076,152897.942583,205022.578669,105041.815479,137195.87224,210384.557625,234788.83226,208661.332722,348932.317375,213490.194312,152119.857836,116688.216045,116646.573125,151655.798632,225668.260786,179207.70038,380103.617431,183267.844697,231137.947414,202714.94317,216890.428451,210875.853099,181273.102099,242942.39805,350418.964702,199514.595276,155424.940689,98973.652034,117346.880406,327029.705414,213808.119491,154198.967409,137340.230355,210961.022847,286066.343647,163732.946982,127889.262583,199605.545202,165966.413592,449664.213937,284320.666443,44897.288864,59611.98004,202867.477801,138234.21471,194455.281902,87276.957599,114768.899072,126724.575133,173287.233727,357295.786648,55929.130612,197582.741062,154881.409101,411937.524007,293938.141235,107867.033855,227918.583256,140873.774881,152594.07072,105928.362174,111577.543346,188261.91975,284002.211922,214534.639207,159528.713996,381509.271213,331336.628739,133020.191736,94933.502898,179143.567425,238096.542103,212636.635642,183666.447808,212463.037714,78075.326029,212878.06945,114453.012,107139.221465,218315.494948,77930.721833,124134.630912,241475.529454,125290.190866,154685.549686,305714.071799,257195.142212,192287.681826,152034.654894,220546.907011,233741.518079,336974.168681,168987.617281,255156.178805,127696.000714,379322.290457,244247.7531,359625.405506,84601.905683,205254.866978,273548.679629,301897.018224,217098.356818,138963.114568,113165.032153,370912.391861,73661.905503,110970.861844,237919.304737,273985.273387,155571.061032,197453.787895,194900.266093,145419.565388,104845.059144,241394.358183,133106.987498,231436.307454,155398.973907,128006.365716,103819.995872,276971.82128,182068.439984,83139.82629,133774.570673,307191.063711,201067.782854,315909.233479,213758.689268,240133.782553,305002.647279,336579.297767,332793.837854,102442.878112,183914.624214,387368.424876,270576.934665,127379.63715,215770.71457,85337.765888,154044.451413,110266.751451,141136.771167,336887.464442,203585.148495,275819.052802,94350.265414,81442.867887,92978.918603,77111.685871,148643.106133,340607.82506,169981.617531,138832.205437,89485.538723,257957.698177,93639.135963
MIMAT0000077,77850.227517,90992.1286,69000.012854,54568.778663,82115.657903,79802.794109,127835.918021,101953.958681,112503.136095,90489.637627,106080.265891,46846.140354,86715.612149,77784.558389,92566.866918,124730.722677,84492.987979,75300.997374,97516.686993,76047.507622,77124.796088,72445.523208,73095.012617,111652.686851,76473.5782,55875.34193,56685.079929,76742.515884,106255.401126,108855.976318,111634.398493,84712.889489,110895.96995,106419.318789,79533.112641,57083.453461,69110.571077,62438.373866,99351.705719,79383.593826,23664.845142,31635.444725,62830.567282,72406.495387,79878.779307,68635.168485,57557.821088,50221.897285,123195.86268,95259.191291,63737.604453,83991.837938,99381.111455,105823.821293,84309.020275,91398.572643,72112.990529,96660.068395,146208.619523,61580.343819,52671.666114,78063.173821,126702.089842,73904.649334,83636.656497,97949.377667,114415.950637,69795.729028,127165.815068,84019.650266,88778.308097,135811.726648,107791.125588,125134.7993,38037.302963,48870.203094,75029.973435,115066.045981,76623.257962,43617.782695,114799.675606,85199.217021,84672.53076,85554.29821,88034.289818,119490.695224,93861.885359,92136.882785,87121.742491,103522.383457,100989.396919,57142.77712,93461.57184,100176.432187,104790.511252,72428.905966,97806.894405,115349.100693,106153.225585,101077.657728,109248.747945,63050.279811,88784.49527,80438.740348,100235.668746,30226.311564,47803.028536,54520.449932,104392.941245,83100.981769,106352.286274,75038.482773,106787.341883,89529.438159,156062.64503,70158.404009,95845.045,70238.274803,67805.572664,48450.684086,107301.185698,113963.724629,90430.072592,38565.317339,101538.575823,84077.333503,93697.439044,113218.387669,75652.881294,63075.47421,118319.006073,82026.634051,29407.726422,71030.809357,119059.696204,63307.641305,81089.115761,105811.147571,37060.939317,47481.966886,52174.81548,92743.968032,78885.650765,62012.723122,120008.162346,75453.603816,124066.796277,35139.776655,101477.511324,71930.453862,104846.512338,55557.654525,63757.091845,114433.745648,106149.554709,38322.084654
MIMAT0000078,2083.149977,1304.253792,2322.627906,1108.903886,2699.488574,1351.599129,1329.541637,2249.36985,2440.994354,2209.976645,2028.491478,2880.526031,2208.650314,1549.636091,1649.131634,1742.914284,1467.412843,1018.151095,2169.521164,1337.226185,1334.493493,1170.930397,1360.407972,2296.008208,1303.87194,2043.543005,1353.522944,1814.703632,1634.056447,1564.986801,1871.921736,1457.716587,1682.575292,2537.44166,1468.877247,1128.288434,1978.53301,1409.194937,2897.809268,1497.582338,678.516714,1811.594724,1406.626442,1255.424106,1298.406826,1457.552565,2819.554247,1202.430942,1972.736465,1841.080938,3132.987307,1681.278391,1599.228803,1818.355964,1633.779184,1278.134519,2686.626955,1710.713766,2016.285297,1049.693219,1114.754038,1564.013292,1911.350146,1311.727541,1565.962929,1824.964124,2212.785723,1180.516439,2468.307616,1984.575051,1597.578934,1756.823573,1832.510784,1817.75091,1134.281585,1726.132568,901.054342,1102.926684,856.756785,1511.754773,1890.685296,2539.310597,1784.958737,1439.957142,1739.977815,2236.918312,1132.611476,1840.914516,1618.283857,1792.58585,1996.752963,3330.637987,1779.657339,1600.215755,1865.840696,1057.732412,2409.922843,2837.987373,1240.343799,1546.27733,1957.533877,1048.971663,1522.773751,1158.702515,1412.916587,943.093816,883.729412,1006.7495,1303.960891,2637.160281,1507.714108,1408.965973,1820.352894,1576.790532,2309.530518,800.694532,1602.79977,2100.031648,2223.923697,629.639567,1689.612858,1535.033974,1723.022766,1391.731366,1354.673895,1457.37114,2505.65061,1623.249898,1161.832415,1443.533338,1589.536061,1751.791547,1862.901831,1038.289105,2950.519038,1775.05282,1323.023981,1691.903043,708.877876,985.012295,2387.182585,1173.525003,1734.921453,1532.166283,1697.254057,1335.042323,1907.527496,1432.885187,1661.433961,907.18168,2716.095909,1625.175842,1871.302128,1097.332781,3094.985231,1557.625043
MIMAT0000079,9.758435,2.18468,19.867218,8.577812,8.516835,7.681439,10.698711,4.595585,14.054481,15.803576,6.333235,11.189166,7.875376,6.856798,4.313663,6.057214,6.88175,3.156613,3.890567,7.989198,3.751039,4.279543,2.343193,3.22387,4.963237,14.60508,14.521813,5.084389,8.129635,3.984858,18.203887,8.29312,4.734159,14.558958,2.276045,2.811057,30.621186,1.28723,3.276005,1.124794,1.349835,10.55691,10.200726,3.439068,3.55845,17.762654,15.063658,5.474645,9.621899,3.744091,13.001908,3.744496,5.107872,6.841436,1.522628,6.205422,15.642205,8.244402,6.025304,1.658284,1.84868,4.770978,4.832337,4.944428,6.015222,5.042265,7.298544,2.459044,10.646057,21.856256,4.522159,11.261688,7.386865,16.243104,24.816895,31.161172,0.95552,2.318401,4.59141,15.360831,4.853569,21.227947,13.619625,4.123804,9.334118,10.056794,4.313296,3.04703,11.352757,7.710837,4.112777,11.302842,2.531258,3.47621,6.769328,3.133506,1.516108,10.382987,2.578191,6.946722,4.612474,5.539646,6.111324,4.288983,3.65297,2.652864,3.18079,1.592961,5.048894,9.775457,12.613339,4.016228,3.129996,8.490538,14.411499,1.784875,5.222207,16.630996,11.19563,2.898597,5.025762,3.006283,9.967599,7.883037,6.159306,6.415151,3.675591,6.264271,5.522796,2.059247,7.344262,6.359978,17.074693,0.308189,5.729163,13.446198,3.404005,5.859108,2.622238,7.427826,13.665585,3.020656,3.86053,6.519162,3.710157,3.777234,3.221154,9.659901,6.444152,7.696562,4.8693,13.424866,20.093946,4.774473,17.506656,5.796814
MIMAT0000080,1351.267248,481.940347,1229.096219,1160.370754,1104.754968,760.796349,1025.535014,1062.772144,1135.871258,1199.864655,691.851321,2208.290597,654.050301,848.133029,556.087267,821.045497,1007.295937,438.338724,905.971384,671.643486,608.167933,430.331779,495.276806,832.06503,533.69411,1036.960788,1139.139042,444.036751,1174.732124,685.926991,1304.121093,1253.33129,861.755915,1002.315998,752.957359,533.925341,1105.540344,531.947753,1147.330085,528.813681,148.031832,1460.32438,1449.308427,535.512241,734.179177,1250.398513,1895.928806,778.892561,923.455799,1494.398337,1317.920791,741.176041,620.606647,785.787796,670.590479,611.599134,1650.018015,783.218348,914.476581,360.400204,414.10432,898.245018,992.722987,874.00028,955.083663,696.841154,1052.538457,420.145117,1608.737234,1287.211211,830.821437,1101.733215,735.277194,1029.665078,882.524654,1355.79719,295.255348,341.648033,708.4543,996.710297,527.053346,1926.205335,1177.028222,473.487602,1174.821541,842.43608,916.798049,449.690977,683.229539,1428.707812,843.119171,1065.468065,534.457693,555.035005,1423.459136,935.177504,1188.353145,1161.046828,431.026503,877.813143,684.952357,527.453497,448.655589,807.23168,1359.426666,782.595429,460.15425,439.656431,680.590844,1173.977148,700.040158,516.99814,780.151243,896.241407,1164.080009,391.244408,644.420343,1239.956533,1670.741677,517.882569,693.315647,809.99707,732.298395,1229.190661,750.875324,492.079744,703.018104,719.427693,675.008271,528.311691,1278.695222,920.034006,1361.398734,437.320341,829.051832,1522.357009,811.855619,1096.169817,578.931501,597.527358,1739.824268,484.81535,623.861386,436.783916,658.695539,503.211491,526.658777,746.752283,673.000553,957.006798,791.748287,1447.584057,2729.213849,505.696146,1290.021684,695.402833
MIMAT0000081,28866.007091,19072.253915,13688.34547,13099.204455,11731.329711,58330.502892,10726.728149,9258.576854,7225.199747,4972.968747,11654.790214,14725.988997,14287.317485,15616.618556,11059.290905,9254.444969,11871.176228,13061.633149,25358.179671,42470.017098,16534.81568,58528.688506,10297.712416,8405.545423,49329.335104,9290.389719,15438.335736,35497.094484,13629.602493,33592.09234,16536.491029,20482.937839,13146.198583,3804.392895,10413.944462,18325.990321,7582.59511,69524.896314,7989.359531,26240.470589,19488.00785,15638.833348,17747.921266,28600.939061,14523.595577,4661.012456,16808.532392,18624.739519,20075.973544,12276.065399,13752.001113,62319.869298,38283.977343,7747.437638,17369.245008,18396.522477,8797.723681,36630.503965,19189.49275,39932.010393,16486.066037,35107.023878,7183.912445,30564.124283,15151.008818,13589.915198,10280.109258,29033.748791,18557.651414,12500.555741,15585.878594,7484.986362,10399.285633,18538.548944,4322.086456,6352.380498,39507.601989,35908.873343,21891.834685,6285.983786,21911.652712,10629.39936,13388.09098,24304.759565,8961.047844,6699.261455,26442.276231,25133.942398,37548.382527,11508.239581,18154.823411,6443.821263,19020.438125,17084.562739,14134.357866,16744.064267,10650.522044,8565.965056,24921.722635,11795.219454,14780.902886,16449.585059,23353.903913,17926.141463,12180.567348,49050.826699,20523.515581,28971.526544,17340.256376,6761.112346,30420.843961,47735.796425,16787.206251,15945.226899,4380.656185,19942.041568,20894.885747,9867.969889,11567.561567,23959.154266,13380.250006,14758.232803,8341.416387,18364.660271,12180.306388,17098.638971,12356.112851,10666.933086,33655.50319,10349.783982,10071.362392,18580.794457,19434.697399,18677.184544,10343.794507,12298.635442,12105.782914,23258.927858,44779.637464,22900.401101,14356.986171,16092.924452,22778.275572,10710.332889,15525.293992,47382.041186,29259.55923,12786.067794,12697.618525,40257.680914,12495.112439,18570.424448,13527.928236,26760.118996,7336.382866,10868.809115
