,0011a67b-1ba9-4a32-a6b8-7850759a38cf_01,016c9c14-4c88-49f5-a11a-dd4bc282f11e_01,03a9dd9d-62ae-4acd-9272-389274858f3d_01,04178a4f-14b0-45ba-aa3e-f21638e23765_01,065b26fc-6827-44d5-83d8-1100c63fcda6_01,093ca3a7-f545-468a-85ed-a35c3da03628_01,09daff79-6493-45c1-8cba-9381259e2bea_01,0a2cb2f9-972c-450c-8b7a-115a4cb93658_01,0b6b1937-4024-4f2c-aeca-46387277755f_01,0cb21fb0-520f-4105-99ec-697a335115b5_01,0eda7373-8335-455f-b90a-8c3540f28088_01,10290e91-9784-4f94-8daa-b5d9a8b0efb9_01,107cb92b-6231-4e7a-af05-1f5de5981947_01,1118490d-75aa-43cc-b2a2-c2af61829ffc_01,12f1d449-4da3-460d-b4f3-9e1232440a8b_01,1388bba1-02ba-40df-93e5-c3d58b7bbae0_01,1543c1da-bde4-41c1-a510-56b62db8cca8_01,156cb6c6-b5d4-4ea9-9495-fc972cf9c84a_01,1586cb0a-081a-4364-9470-46f9d0f0167d_01,16a9e1c5-85c2-4930-a16c-af59114bac9a_01,17878cb0-a8f9-43a4-911c-0f94c2a5e3df_01,17a8d208-fcf6-4480-945c-848d4234aafd_01,17e286b7-7793-446d-b556-1108addb5ba2_01,182fe81e-9c96-4824-8a8a-28f7c498020f_01,19e46a3d-18c5-4927-8501-2265e2d617b8_01,1e89c189-7c8a-44c9-9b0f-2f625a285003_01,205f30ff-fb10-44a8-a1c6-c538de100db5_01,21e8c2b7-3a80-4b7e-acec-6ff863f15324_01,25b43e40-e1f9-42a0-8052-5138f381eed9_01,261925e3-96e4-440c-8e95-c003d44ab2f2_01,26964b56-583f-46cc-ab2e-a948bf3e5432_01,2a7903cc-345d-48f7-9fec-b4a5f09f8002_01,2b1783da-9ede-4590-b96a-6b0eabc8777f_01,2bd23664-453b-4fbf-823e-6dbcde0c4a2a_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_02,2faf928d-453a-4d07-b058-b5d4e1d13845_01,3124e819-292b-48e7-baac-8c5c4a86dc20_01,3165bf70-df19-4043-bcfc-9ae92197ef72_01,31bd8589-378c-40e5-8b7f-3b4c81f304be_01,335d0351-3740-4847-9ff4-be2f078c70f7_01,335d0351-3740-4847-9ff4-be2f078c70f7_11,33e91116-8844-4861-843d-784c70b4a6fc_01,3546a93b-b279-4615-9d5f-5baa787e487e_01,368fd5c9-cd4b-4326-a47b-4d72938cfb8f_01,375436b3-66ac-4d5e-b495-18a96d812a69_01,398da5c2-d9f2-4eb4-9813-21009d3ad048_01,3aecf83e-c614-4ffa-8c82-1b5dadf6509e_01,3b55aa84-9fdc-4125-8d39-d8949de2a1b3_01,3be106bc-ba42-4c70-9b50-697d89db617d_01,3e97286f-8aa8-4b6a-b339-d7a8e30f60c2_01,3f10de1e-c8ce-415e-b4e1-e50901686a2f_01,40974ab3-e532-4d6e-9c98-ee640f3976d6_01,468c2ecb-a21f-49a7-91f3-63d3ef266cf8_01,4d5437b3-b6a0-4d17-a7aa-4f2b790e4532_01,5555fbdd-962f-4d79-b36c-ae3c3cc4aff4_01,594a52b0-c929-4e50-ae27-7542e32667ae_01,5a7d19f9-6be2-45ac-9ffc-11e28594eeee_01,5af7b4eb-8314-41ce-ab2b-f98054a78a8b_01,5bc1db25-3e25-44d7-99cb-e31f00cf1d58_01,5d4b9087-fa7b-47b8-9b12-adc0dd1cf17c_01,5daa9f6b-eeba-466f-992b-2bd29fa60e93_01,5f10f8e4-a6f9-4643-b210-390bc8fd32bd_01,60778da8-d99e-4e51-96a2-3e900b3978d9_01,6221496d-40cc-4071-969f-6fbcba4f573c_01,634d542b-a72f-408b-9fef-65ef6c45f882_01,644571e9-b8e6-42f3-a2e4-33bad0fac661_01,652e503a-1be8-445b-96d6-ff114f911e76_01,6bc056f2-f06e-428f-aebc-85b780d880ed_01,6dafce6c-b2a9-4b23-b9f8-b71e01616389_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_11,72756208-a5ed-47d2-8c4c-19a8d39f7b9d_01,72802851-9340-4c5f-a90b-23b7afd7577a_01,72e640f2-869f-4aef-8ebe-b127f3e7048a_01,74543fa4-ce73-46e4-9c59-224e8242b4a2_01,769880ae-34d9-405e-8ea7-33ba47cf2dd2_01,78499f63-fe28-4b99-9f0e-6002203c4596_01,7a285463-76f4-447d-bb04-336bb5ec1009_01,811f3feb-a5a9-48b1-acda-fbb23fcbcf16_01,813bb368-9389-4528-9b18-387374bc912f_01,81dac02c-6e5f-4afe-9c90-12b5a4f26594_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_11,835cbd02-4dbb-4273-9704-4b5d272493d7_01,848a5838-8a06-45a9-a3d6-e4ed47b824ab_01,856a490c-c6da-48fe-88b5-9fde0f481365_01,85947797-54b8-44fb-910b-5cd689542994_01,866de12b-e4df-4f19-b62e-e3fd85d4ec08_01,89e4905e-31bb-4125-9262-93f600aed7e5_01,8ad1c98b-5395-477e-87a8-19dff3a59c26_01,8b4383b1-a684-41ea-bfb0-c84e6f5b287d_01,8c7ccdb0-7653-4a8d-86b6-de39afc40765_01,8e00e7e7-ffaf-44f0-91a7-172671f18e08_01,8feb0e8f-d09b-437d-8651-0cdecfe776bf_01,9084b672-8e65-4b7f-a256-32fd35aa8ab5_01,92c65e5a-3f07-49d9-ab69-46a0eb86ae88_01,99d2c035-06a2-4bc3-8ff9-db875d232c93_01,9af35239-ffb9-4d4f-889e-f743da271eef_01,9c7b5e85-5579-4d0f-a7ea-b9d081ac0037_01,9d7e0672-0a9e-4dbf-a583-80f4eb086ec6_01,9df9af6b-00b0-47af-aac7-b52dac399ba5_01,a2b6246d-2b80-49c5-968b-694b4e8171dc_01,a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27_01,a424bfe7-5518-4c80-83c8-709a34320bc7_01,a46be4e1-260c-4ce9-8b0f-1326d90c697f_01,a744d4a3-f99a-46ce-9b3f-8ee8835e67ec_01,a83923fd-276c-4526-9922-5ef741f551fd_01,a8a5553c-bfe1-4d5f-aacc-5549ded3f91f_01,a8b974f4-aabf-484d-bfa2-a286b39681e0_01,a91f7a8c-e0fe-403a-9ef0-f7679b2761cc_01,acccb105-6439-4b30-a0b9-bb94c7873d4a_01,add567b7-29ef-4122-8a54-57d36f735e78_01,b1a787b6-8e94-4b1b-b063-3338c80eef78_01,b26143d3-d458-4d5c-8446-fd2f05707352_01,b2b125c7-8993-4424-b390-048ccccc9d08_01,b2c48624-a483-4b1d-9155-c0c80ed2f7a0_01,b2db7f47-540f-4bd3-81bb-d686b0225201_01,b6ba7313-8e91-4c39-8629-db3e96f4c556_01,b6e6e715-ccc5-474f-860a-a10bf1962936_01,ba902e78-752f-4248-9a59-ea08475c961b_01,bcb21cdd-2f57-4df0-bbbe-a74fa5a654d6_01,bcfe4fe9-d090-49f9-85a7-2b472e0f7453_01,bd0ddc1e-ba3b-4719-a2fa-776f0475dd8a_01,bd6877a8-06b4-4b95-bed2-15c524068f21_01,bd818ae4-b31a-4616-9303-b8aee56a848f_01,bf65c2cd-8348-488f-8485-9196ba42d17e_01,c2395f04-e248-4091-855d-802b1b871f29_01,c2ea7b58-cabd-407e-98ce-6cbf9e4d93e1_01,c3760fb2-3b8a-4251-a189-21d56fba5017_01,c3f0608b-d493-4c74-930a-d7998a48a659_01,c69dec57-7a84-481b-bcfe-61a771d0a9d1_01,c7162d11-4bdc-41cd-a964-46fc416829db_01,c8fd1040-82a2-4cda-ac49-c2f82b20cbab_01,c9632a8b-dcfe-4480-a8ad-482f55b8cfa2_01,ca8374a4-ce94-4091-aa9e-44339a7c4b22_01,cb005c69-7301-41ce-b534-c9751f1436c5_01,cbcb2141-b415-4410-8dd7-2a3cd3980a19_01,cc2a014b-fb3c-4839-a5fb-6c40e745df1b_01,cd05d121-f107-4c8e-95a8-153a84f5134a_01,ce2e0f1c-60ff-4f93-8bba-4f4d3ccac37c_01,d004a083-6dc6-4db6-96d0-88a8ca3b1b93_01,d7cb062c-898d-4452-8e87-57262162bafa_01,d846228f-67af-4b3b-9796-dbc263c2054c_01,d8bfcc67-f5c3-42cd-9fc4-bd483f896da1_01,d9121e5a-88f2-47a6-a0b1-25735c209e54_01,db1e3104-8bfd-4353-854a-c478ba1f7d07_01,ded3feb2-1079-4520-a7ca-f5b5fc73d7c5_01,e2d395f8-bf13-4fe4-8031-683b0eedd875_01,e3a80e41-2e46-4b04-86c6-fd444d616ab5_01,e5d7bbd4-4f38-4a5a-9966-f44f8a15a10e_01,e5e4aa9f-6015-4d62-a088-69920d7f2500_01,e6827400-0d95-46b0-8874-6ce9e9d5011b_01,e7503a51-6647-4cc2-80dd-645d0df4db43_01,eb75ca70-e60f-453f-820c-485390abad88_01,f1ce4b5f-55d0-4989-a5f3-6b6e591538b2_01,f2a8deb2-0e2c-4bbd-8fa1-99b7abb2f3aa_01,f49a8e1e-d247-4c76-ac3b-ad8e5d6b8d18_01,f9204a59-6877-4d06-a20e-fd7ab0859ed5_01,fb632146-92c7-40d9-acc3-6dc4a2d499be_01,fbcd7e69-533f-4b6c-9868-162139135b58_01,fd798ddf-7273-49b8-b13c-d9909c8c87ff_01,fdeeff8e-1328-42a4-aca0-a03b97421f1e_01,ff004403-8cc5-43e6-bd1c-dde4eb1e6193_01,ff427104-0727-483c-8513-243dec80db9d_01
MIMAT0002817,7.841673,6.72961,13.879789,3.213427,15.794123,2.939998,9.039701,7.16351,2.119778,4.886414,5.560116,0.559049,12.551452,4.560676,6.875946,8.330294,7.508756,9.478867,6.972874,4.29878,3.745809,2.600862,2.990823,6.327745,8.889416,5.04555,18.610562,13.139789,6.873825,4.924866,6.886669,4.289674,2.452249,3.237472,16.312565,12.649979,3.171203,7.787436,3.545345,3.413706,16.94608,0.861779,3.827701,4.973571,6.453301,4.512,8.02941,6.263857,5.281239,10.719075,7.198696,9.128788,2.02015,5.435436,5.53464,3.987054,6.099781,7.355105,1.434064,8.384916,6.974462,6.115836,4.60344,4.081812,4.840321,3.890743,6.196353,7.762205,6.241336,4.737867,11.598312,1.388343,9.776649,13.675142,2.130755,10.827875,5.086877,8.217863,4.349169,11.547093,5.290821,7.312051,7.09668,0.0,8.759089,5.20897,7.70542,4.859826,16.701529,3.355606,2.514108,4.53084,6.939033,9.237789,4.23254,4.943745,4.731467,3.72708,4.51213,12.375035,17.824389,2.632756,1.821564,9.4624,12.391502,6.72971,4.430456,2.177118,4.299815,9.239718,5.42299,12.110812,15.288414,4.273472,12.018413,6.560591,9.570154,7.369799,4.506937,9.908446,1.915476,5.265662,5.041137,3.015596,6.849098,13.620353,7.147709,7.31506,11.139606,3.58737,5.12383,1.868778,9.391554,12.213766,7.826565,3.629224,7.947637,6.769648,9.228341,6.004533,9.881567,3.838755,5.217775,7.079616,8.664223,5.567509,9.974664,8.391405,10.917267,4.573234,4.040944,3.208641,15.98638,4.150328,17.865042,8.750464,10.786527,5.89118,6.891174,3.824304,5.438289,3.095326,17.335354,6.719652,5.185229
MIMAT0002818,1.352013,1.408524,3.873431,4.131549,1.91444,1.47,1.506616,1.902807,2.119779,0.698059,2.780058,6.149536,0.508842,1.520224,1.473416,2.49909,3.575599,1.604116,1.859432,0.537348,0.0,2.600862,1.388597,0.903964,2.96314,1.401542,1.680954,1.877112,1.767555,1.255358,0.626061,1.429892,0.668795,0.996145,3.753334,2.35847,0.352356,8.436388,2.532389,0.568951,5.083824,0.0,1.813122,3.25543,2.218322,0.436645,0.92647,2.307737,1.131694,4.019653,0.505172,3.993845,0.161612,1.181616,0.0,1.087379,5.228383,2.828887,3.58516,1.310143,1.585105,6.407067,1.617425,1.700755,1.936129,0.83373,0.516363,3.47961,1.134788,0.440732,14.274843,0.0,2.308376,1.051934,0.399516,1.804647,0.67825,3.006536,1.144519,3.359155,0.507339,1.218675,4.73112,0.0,0.858734,2.232415,3.467439,0.942951,3.340305,0.706443,0.838036,1.795239,1.601315,0.401643,1.410846,0.919766,1.577156,1.0962,3.384097,2.675682,1.620399,0.309736,0.151797,1.39153,3.64456,1.472123,1.107614,0.351148,2.715673,3.359897,1.084598,2.329001,2.983104,0.610496,1.885242,0.894626,5.742091,3.409907,0.0,14.312198,1.915476,1.3857,0.504114,0.837665,1.400951,2.043052,1.914565,0.931007,1.568959,5.381053,0.88342,5.606338,2.27674,1.424941,7.115059,1.209741,3.406131,19.180671,1.67788,2.309435,1.670124,0.20204,1.07954,3.539808,1.130117,2.14135,6.649776,2.097852,2.481195,2.66772,0.831958,3.850369,17.867131,0.0,3.862712,3.025861,3.595509,1.346555,1.048657,2.868228,1.359572,0.65858,6.118361,3.359826,0.707076
MIMAT0002819,42.182801,10.798674,48.740653,5.967793,23.930487,39.689983,31.638952,43.876488,7.130165,23.966701,40.774189,11.180974,20.014475,36.485419,46.412633,39.568892,57.924689,41.415356,34.864375,38.420331,29.966474,13.871261,21.469841,23.955029,54.818063,42.887175,118.387185,118.25811,32.797967,43.647823,42.15476,19.661003,32.548027,37.106407,35.945385,166.593801,38.054419,21.415444,53.686634,19.34433,22.029904,449.848756,111.406227,32.915993,38.114805,23.578846,40.764696,39.890866,36.02559,29.477458,43.571054,503.224458,36.120276,39.229678,25.82832,26.459543,26.141921,49.7884,11.83103,41.138494,15.851051,114.744759,16.049833,39.79769,52.880517,15.979844,20.138148,40.149338,33.476258,23.909698,27.657509,544.230531,40.192888,75.21328,69.515912,147.980965,26.45176,53.516325,115.82523,80.82966,62.257732,24.373508,15.376138,373.626375,98.239183,23.068299,23.886798,35.17933,40.083669,93.956929,16.760722,38.383905,44.836826,28.516656,25.677416,23.109131,18.925864,32.447523,34.405001,80.60497,30.787579,70.310049,7.741647,41.189267,16.036061,71.503181,14.95279,6.8825,54.539767,25.619217,65.075886,74.062274,44.373693,13.553011,19.323722,37.276079,26.796429,25.409305,22.159117,83.67132,36.394041,19.538378,48.899017,32.501423,33.000206,93.46967,22.336591,157.7393,55.698036,15.246319,32.509812,14.950233,50.79977,112.977332,21.345174,6.048706,22.707532,32.719967,48.994103,22.940393,104.243576,47.681372,43.361522,37.75795,29.006315,23.126576,56.523097,23.600826,43.172835,16.387421,36.606196,12.192837,35.734265,13.043886,56.009318,145.159565,24.141277,21.881523,18.276591,8.604684,20.393582,19.2964,82.597857,20.158962,31.818452
MIMAT0002820,6.129124,5.634092,13.234217,6.885915,10.529415,9.113996,21.46929,19.475788,4.817678,16.98611,18.533722,15.094315,10.007237,24.323613,7.367084,17.493616,10.726795,15.89533,23.940204,10.388715,14.983237,13.004308,5.127126,26.214939,12.593338,28.311142,9.245248,11.262678,8.24859,9.173768,9.182225,12.154075,11.81538,6.474943,29.160513,31.946559,19.02721,9.734293,6.415385,3.982656,21.1826,29.300494,5.036448,17.181428,11.696608,10.333938,18.066173,17.143183,16.786793,9.37919,20.585745,13.693181,5.656419,17.487929,6.1496,7.732469,6.971179,3.960441,5.019225,16.245775,10.144672,6.115836,9.206881,10.884838,6.776451,4.863431,6.196354,12.580125,7.943518,3.74622,33.902751,30.543551,9.640862,18.934812,17.445563,19.851105,22.382259,13.629627,5.722591,8.607834,12.75595,4.874701,35.483391,18.838305,24.731543,6.697248,19.263547,8.631629,16.033467,8.477317,10.894469,6.924492,10.141663,5.623002,11.851114,9.082693,16.56013,16.662242,15.792458,7.692589,6.481596,4.955775,1.973361,4.452895,11.66259,7.150317,7.753298,6.390893,1.584142,10.499679,7.592186,16.070115,23.864843,9.03534,31.224308,27.733402,20.416326,18.699488,22.159115,14.312199,7.661903,7.621353,21.676883,4.355861,14.00952,22.81409,2.808029,7.714063,23.691277,13.452636,2.82694,13.704378,17.502441,17.099273,4.980541,10.887671,11.353768,18.052396,5.201428,5.234721,6.262965,5.859153,5.3977,20.845535,8.852577,10.278478,13.299552,11.538183,23.819493,5.716542,19.967016,11.551108,7.523002,9.486463,7.725423,11.530985,24.65492,10.604122,6.591558,13.385064,8.459559,7.046808,18.355078,16.799135,8.484919
MIMAT0002821,17.666302,21.910357,22.595006,9.64028,37.810168,26.753989,32.392262,20.483157,57.619437,21.872524,16.680349,15.094317,18.14872,7.601128,51.324024,14.161499,12.157033,13.124586,13.016032,19.434061,3.745809,3.467816,20.081245,25.762957,7.407847,25.508058,34.09935,4.692781,19.443106,22.693006,20.033946,8.221874,52.166017,81.932939,126.747177,46.740603,26.074324,16.872775,38.998782,59.170892,10.167648,7.756012,75.748175,21.793285,34.888156,30.419621,21.308819,15.824475,29.04681,4.019653,11.618948,26.815815,44.847321,26.231893,23.98344,13.89428,8.713972,13.578654,7.528838,45.855008,27.89785,13.105363,24.634626,50.68253,29.525964,106.717562,24.26905,93.146467,10.780488,13.221953,11.59831,1.388343,25.79949,8.415472,65.653915,9.02323,8.817253,18.440082,25.637206,47.44806,38.122896,12.186752,7.688068,4.709576,21.12486,26.416923,10.787586,16.175237,12.025099,44.682525,12.570541,14.532882,22.418412,22.49201,17.77667,28.627729,16.560129,18.635402,16.920492,18.729785,29.16718,37.01344,5.312895,32.28348,4.373472,19.558224,8.307105,16.152804,59.971113,11.339652,5.965289,20.262321,7.830651,29.792202,14.257137,9.244468,3.82806,26.069286,4.506939,15.413138,7.661904,21.616929,19.156316,24.124768,27.396397,82.573388,50.927429,60.781501,10.355128,1.793684,63.95952,3.737558,11.81059,55.369072,17.787646,4.838964,11.353767,4.513099,37.081152,34.487573,24.495152,26.265164,31.666506,21.238847,21.848912,40.899779,13.299552,13.636033,12.902225,17.149627,20.323568,3.208642,22.569009,6.521943,20.762075,20.690348,23.627632,21.039928,27.714503,15.297216,14.653168,18.571961,4.078907,10.079479,8.484921
MIMAT0002822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169614,0.0,0.0,0.416515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002823,0.0,0.469508,1.291144,0.0,0.0,1.176,0.0,0.11193,0.192707,0.0,0.926686,0.0,0.339228,0.380056,0.245569,0.416515,0.0,0.0,0.232429,0.268674,0.0,0.0,0.21363,0.0,0.0,0.0,0.480272,0.0,0.0,0.0,0.208687,0.0,0.0,0.0,0.0,0.0,0.0,0.648953,0.168826,0.0,0.0,0.0,0.0,0.0,0.0,0.145548,0.154412,0.0,0.565847,0.0,0.126293,0.0,0.0,0.0,0.0,0.0,0.0,0.565777,0.0,0.0,0.0,2.621074,0.0,0.0,0.0,0.0,0.344242,0.267662,0.0,0.330549,0.0,0.0,0.543148,0.525967,0.0,0.0,1.3565,0.200436,0.0,0.0,0.072477,0.0,0.59139,0.0,0.0,0.0,0.770542,0.145069,0.0,0.0,0.0,0.170975,0.533772,0.401643,0.0,0.0,0.0,0.0,0.0,0.66892,0.0,0.0,0.151797,0.0,0.0,1.261819,0.0,0.0,0.452612,0.0,0.542299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751156,0.0,0.957738,0.0,0.0,0.0,0.0,0.510763,0.510552,0.0,0.156896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167788,0.0,0.0,0.808159,0.179923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118851,0.0,0.0,0.0,0.482839,0.32712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235692
MIMAT0002824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072477,0.0,0.0,0.0,0.0,0.372069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278354,0.20204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109997,0.0,0.0,0.0,0.0,0.0,0.167533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252586,0.0,0.0,0.472646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164921,0.0,0.0,0.121008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135787,0.0,0.0,0.0,0.0,0.0,0.0,0.209947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533772,0.0,0.0,0.114971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235692
MIMAT0002828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
