,0050d8be-1db6-4c17-8bef-3ae2eaaa63ce_01,0477055e-a57e-4bdb-89ab-2999881bdd6c_01,056386db-d338-4fc8-8bb1-249be72fd6cb_01,09f8acfc-4d80-4005-9f40-7485309997f5_01,0a312064-878f-4b69-8bb7-e7f14e6cd7fe_01,0be4fa90-0122-4b26-b35f-7b1a4a16e63b_01,1248516e-7552-4a33-a1ab-2884d551ef32_01,154c7698-c0fe-40da-b0fc-47b6385fcee1_01,15a2baae-d15e-4349-9358-74356a2d2ad0_01,173b805f-3088-43f6-a159-95fff3581fd5_01,17e2bf75-4ce6-4cd7-94a1-434c5aa36549_01,18c3debb-08ea-4ca1-ade4-d577bcee4fa2_01,23cc4cd3-87dc-4342-9072-be3695e393fa_01,262b4693-961b-4006-be4e-e6f38a1cce4a_01,29e038ba-b042-473e-a526-96d41b2830e1_01,2a654463-1d68-4c82-9549-4526aad41870_01,2b794eae-814c-4b5c-b276-be9096b94f94_01,2c2e169e-9f93-41a7-bfc4-ade18bb5d7ae_01,2f6f86f3-6d31-4a8c-b70d-2759b44bac6c_01,2fdb7682-1dce-40bf-8180-d3a5a084ecb1_01,335535a1-e3d4-41a1-bbdb-1d5afd5acfd3_01,38668ba7-213e-4f2c-85d1-c0e2a8ed0ea1_01,3afa9201-61ad-4958-925f-b93912d2841a_01,3cc2d49b-a3a6-4f55-a355-68cbe84f4056_01,3eab80e6-21bc-45dd-a7b5-411a5dad4e9a_01,3f19d238-1b55-4530-a9e2-8fda644d45a6_01,3f691bf4-9558-4454-889e-cfa7d0de96cc_01,4165391b-6122-4e87-ba91-ce935e0b3cf4_01,440421ad-5f1f-4345-86a2-fc25cb7cd453_01,49d8939c-7c23-4a6c-b71a-0c39c262c346_01,4a2f3f77-7eea-4bb1-92bd-2d595e23ab88_01,4c0cf497-abea-4ea5-a207-e26f85f3bd18_01,4d6f70aa-ef52-4f98-a929-5d511601abed_01,4db60b44-21b5-433c-9689-f6aa79b819b8_01,4fc4cba2-7212-4755-b53d-111878b2ff90_01,50072717-861c-4b60-b595-d8ea23bb1c67_01,50612721-2e12-4dc3-8e1e-87624cf9333b_01,51abe033-5fb4-49b5-89ef-c44d0bb1ab00_01,51feca45-114e-4817-99d6-1c9842cd679a_01,5324c178-1b4b-42f8-ac9e-17c5f349a289_01,55536b55-0e84-49a2-b5df-b88431965b3e_01,56c4f5e8-4e89-4ba0-984d-e17f11a401f5_01,57000a6a-b132-4c02-807f-5505ad3e1fdd_01,5b7b3e7c-3230-4675-8fdf-3e5119b02ce1_01,5f18924a-bcd6-4462-9c99-e634bddaf18e_01,5f539ac1-c4c8-46cc-98d7-8951a6ed680a_01,628ecfe9-9e29-4b51-a11e-96d4e9181d86_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_11,67ff20ba-1b56-45ae-9310-19dd74401e67_01,67ff3aa1-9d52-4dc8-8501-ecd0d37a8735_01,68d2ab61-50fc-41e8-b3ee-75c70f0f4369_01,6e98a600-252d-442f-9372-ddc7c5338ae7_01,71020ee6-3b76-4e31-b3ce-7e54ce706134_01,7459bec0-1b54-4fd7-90db-8375168e6b1a_01,748fc94f-d496-46b1-a5f4-42aa53de0f31_01,756dd9bf-bf40-4ad2-a78e-9430c2c8ea6e_01,7933b320-ae8c-4d3d-9468-8abb135e93d5_01,7a99a808-5ac7-49b3-87f6-106663eb323f_01,7aef4dcf-0a4b-4848-beab-377394456bee_01,7fc85735-1bf2-4414-973c-e18f030e5ac0_01,80606b1c-e8c8-4c3d-8475-3d846a84ca98_01,81186204-5cc8-48e3-994b-4d3cb1f59c65_01,81fdc97f-8bad-4286-9d36-9a887c6b59a1_01,82505b35-d771-4fb4-8ec4-54a2e5a8ad79_01,85d1afdf-6164-49e1-b599-71512c5acd99_01,8889f7a6-3f3d-417b-bf3e-9a2155c4786c_01,88c0af76-b1ba-478f-a42b-8a50c0568d5e_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_11,9084a558-11ea-448c-9f9d-0f90a94a29af_01,91f67f4e-b8b1-4455-83a6-4d96d04e8ca9_01,9291a2cb-98e6-43b9-8cbf-889e6da9bffa_01,9627ff18-f5ee-4b34-a823-35ebe3c00a3f_01,96e5c81e-8edb-4e6c-84fc-f127142f2835_01,9b116a89-ba1a-4b7f-bcc6-2dcd950269ec_01,9bbd057c-5a3b-4e04-8df7-c2f0c1823084_01,9cabde13-0cbb-4502-9dc1-4c9bd8a68313_01,a4f4c331-97a3-48c4-aa3e-27304c1eb611_01,a653b0bb-aacf-4b11-bb11-42e043e49bf6_01,a6885883-f1a2-48dd-8d72-0038319069a1_01,a8117654-b223-4301-9c4d-530fbc55ea72_01,abdbdba3-807e-4192-88a6-41dd6d9309ab_01,acaaed1a-2667-4c56-919b-daf5574371bb_01,acfba23a-06eb-4ff1-be60-0452a13a4978_01,add338c1-8b31-4378-9a44-19bf646c972b_01,aea15ea1-38c2-4d0e-824d-e3495271b05d_01,afc984dc-588c-4277-88aa-5d82dd8bd40c_01,b1774c5c-7a6f-4bf6-8539-15a35f1457e6_01,b1fa64a6-f86b-43b6-a488-54fe6fe85e9c_01,b2cab6ab-3b4a-408c-a331-9353dbc4fc0d_01,b39f3099-62b0-41c1-85a2-61989cee0b60_01,b7e1a4f5-9173-41c2-8079-c5ce59c8d190_01,b8348adb-17dd-4849-bd4f-c2e7e15db1f4_01,b9d753e0-6caf-4569-88d1-af4b76b255a9_01,bab3ce0b-d318-4791-aa17-d815ea23b62d_01,bb9bb553-f304-4d14-a655-5c3bf4720a9b_01,bd06627d-1e86-4212-b53b-082686abee7e_01,bfe41ba3-2bcf-4760-ae65-cd417e22393f_01,c1f7e0cd-24b0-4c45-8e60-1ff669a692ab_01,c7ff8f16-9b89-4efb-8c06-b866a8b26d7a_01,cd458290-f27b-479c-9b78-0af23e7f63d9_01,ce6eee0d-6f27-4516-95a4-b1b604de9776_01,cffd89d3-0d36-4b30-a676-e9d66e2c764b_01,d04d927b-bb66-435f-bb8f-dd71145c5eec_01,d2385e2f-82e3-4ac3-bde2-0bf2daa46860_01,d3189c8e-ffe0-41ff-9c7b-64da4c83b991_01,d3bf7bb0-086b-4aab-8048-abc0d91948ad_01,d542aa45-86cf-462e-abbe-76a3354e707e_01,d6b1516a-8271-4071-8c56-d4538de63892_01,d8e19e8a-7442-4b6b-8f4a-d02dca5c9894_01,d9816402-1073-4b19-ba16-1c7e7c00fbb3_01,dd240b82-b1d6-4c0f-aa3e-6fcfe1364ec1_01,e0df61c1-c93a-419a-b99c-1e97e0cabed1_01,e464f16e-151c-4754-a8ff-e35b31d4c76f_01,e687f26d-f092-4116-9f9f-a2a2b9fc9b0d_01,eddb3067-a0e5-461f-a8b8-95081ec67de0_01,eeaa0fa3-408c-4e0f-a18a-095514173ff1_01,f4ee567b-ea34-4bd0-96c9-398e2045d5fd_01,f6051ac0-3d70-4cbb-8c1c-99c9efeacb0f_01,faa4ad8d-97c1-41b3-bb5f-534e8f6d6aef_01,fac44b50-aa8c-498e-88af-4eb5c2f5f67a_01,fbc5debd-f117-4ade-81b0-45d49fdd50a1_01,fc9b7bf7-e649-4163-ad5a-b741785d3b79_01,fd15ff57-f121-40ea-a3b9-b66cbf34c1e0_01,ff0e9d4a-2b62-4a15-b71a-2887d8747ae6_01
MIMAT0000072,56.98089,6.144042,19.985159,70.082266,18.595699,17.862709,6.693039,73.669956,32.710229,31.067095,5.62819,13.280447,34.697891,8.341978,28.316365,9.438202,60.714363,35.426007,2.902692,2.303257,57.096734,2.868738,35.421452,38.741365,15.698265,58.972168,55.014604,67.260205,62.022259,21.040548,4.989141,44.158853,38.733661,47.921438,54.341347,34.518669,44.836185,10.27276,2.341833,31.337892,11.412463,43.134497,34.034743,31.995635,1.88026,17.264928,19.598812,47.079663,4.044302,21.563728,4.87893,30.222806,12.755856,37.595884,25.385481,31.500606,16.479797,31.227363,37.848218,36.118328,14.258568,26.765376,45.226805,4.386632,27.921459,15.053227,2.206293,18.519072,46.455862,42.852912,34.636363,41.057318,12.878086,11.538196,6.582621,4.499482,28.634164,8.450405,50.897745,38.775052,39.992364,43.248845,25.193871,27.8049,37.054935,55.538744,9.218958,36.444296,7.193696,59.060695,50.263197,23.410526,2.668737,23.30353,56.565087,3.151415,26.928539,125.985353,27.445986,38.922938,24.874527,50.931871,3.830746,9.541151,9.463656,30.571622,51.39022,3.762884,39.454411,38.461162,38.52984,53.75969,64.314785,3.709921,2.662219,44.458036,60.638575,71.458854,17.960195,52.063473,44.197043,28.065524,40.076919,6.690477,30.850515,35.772441
MIMAT0000073,374.295106,70.796124,86.221687,420.10958,137.286765,197.73243,43.380813,370.235528,253.859808,74.886621,85.267086,128.6651,284.640333,75.588542,180.538282,42.824079,121.071581,222.217678,32.703662,72.059041,344.619577,24.131149,90.972275,141.471283,53.673118,411.470966,461.936975,391.542226,238.644023,173.525413,40.269493,149.28541,172.167164,202.41185,343.365649,59.252519,162.474167,31.56539,22.76782,123.916242,139.32716,295.577386,194.13696,183.779812,47.789972,108.705104,88.794621,415.904619,10.56737,96.949118,82.685024,216.064904,85.983926,246.841661,61.911351,233.629484,157.350379,82.203254,293.17812,115.756281,60.095929,176.304713,230.571375,51.044437,203.550887,64.237035,9.521893,136.651249,276.421281,145.133921,170.687995,132.98565,99.835834,55.253333,84.966447,44.634855,250.005876,38.122858,360.040501,262.70097,305.729588,321.614142,193.852836,145.67993,152.56802,281.49485,96.425314,116.274657,93.518043,384.318398,152.871499,80.673683,40.394961,97.05235,403.912783,22.43067,172.827079,157.629101,127.647489,322.04097,152.341003,178.019018,25.431888,63.04643,68.138318,278.291675,347.417592,66.656788,284.071761,111.315477,323.798845,132.956894,363.067337,20.816777,69.530891,335.202432,397.195902,284.74942,148.209346,228.32416,141.980137,233.823014,247.3921,126.959773,117.814955,170.778038
MIMAT0000074,859.084902,288.630351,278.507474,1049.505921,339.543686,613.234591,172.779581,886.176653,501.55682,365.207947,341.490459,369.95528,688.076835,296.565861,575.422871,160.16769,788.572416,474.935818,235.892096,351.74025,745.594374,276.073834,321.601813,588.30289,277.934052,775.177145,1092.631826,931.935215,869.256135,540.198321,328.21418,651.556743,483.459305,594.433435,779.290732,267.179937,375.788009,150.916187,192.941015,605.945638,387.643346,653.204812,534.484403,403.554717,179.09488,413.718837,434.373677,803.43809,46.835631,542.073551,310.582413,467.984192,236.692021,694.194701,322.8887,566.83588,462.54356,345.228981,805.584764,424.982456,181.162543,478.092435,612.695214,165.096849,497.243274,200.461288,99.979877,296.012728,596.450561,551.02377,595.745438,635.887701,358.746702,249.777564,341.89121,354.919085,630.346566,202.713732,1010.066675,570.639499,667.952683,876.575463,768.413045,398.438308,603.655128,733.829412,433.291005,547.705698,337.050955,818.372119,548.136529,354.863157,163.399446,263.466976,795.370865,256.933118,441.827514,705.006964,480.186422,852.134308,467.789592,933.265912,176.852706,360.505844,208.51587,617.052223,948.830938,207.675315,715.439989,466.89631,1129.714654,684.977129,781.632111,104.08388,383.672705,888.416652,943.472667,691.782534,470.436385,583.826266,652.879631,617.610605,678.896955,680.995013,330.610634,670.985905
MIMAT0000075,4579.123016,809.1983,779.563975,4002.945374,1042.736591,1047.842084,470.495902,5293.676605,2475.310889,2901.178283,976.631754,1103.656813,3257.779165,864.501405,1148.786369,362.455115,2828.396393,2264.612187,812.560221,901.231568,3493.096671,481.272961,588.120926,3333.063449,1352.143941,4958.732158,4122.149135,3460.780251,2619.732083,1675.67864,801.469802,2859.499353,1708.865803,1515.839855,4335.762638,1527.111359,1723.91323,370.006155,354.78769,2556.549946,1240.820101,2765.55781,1955.608623,2205.2602,288.933471,1559.438672,2236.664459,4461.671809,427.000077,1959.494204,708.215208,2073.73501,835.429914,2437.65634,1585.58806,1992.763259,1327.416031,1914.126234,2110.766011,3283.955337,579.265261,2000.684631,2359.815246,490.704528,1598.245015,731.348346,253.607492,1404.817728,2765.636758,2350.846091,1449.4625,2305.418366,1194.718511,1210.210492,782.21793,714.51763,2475.176649,482.057288,3578.430704,2123.257163,3814.858962,3293.202991,1712.133439,1007.336057,3217.351391,3363.367194,1083.476665,3403.8972,1322.236328,4632.732204,5293.69619,1645.305262,259.716566,984.642701,3831.203551,457.696871,1811.05113,1434.385511,1319.773281,3209.057182,1784.778178,3900.411216,464.903412,1492.90952,505.832374,2343.224899,4024.691604,363.745374,2757.698952,1709.672594,3313.566209,3109.145807,3753.943388,307.511187,609.961303,4035.264338,4513.999037,2641.154046,1480.131421,2386.772382,2438.165361,2078.877648,2499.232737,1731.559252,1372.726444,2757.307429
MIMAT0000076,43514.104952,126346.086362,62504.87138,46360.090356,72553.988368,56546.193822,99266.827078,57101.004278,92370.12618,98773.962193,43350.152247,45738.028882,36802.701027,140184.912723,126993.407778,92882.187299,236861.188937,101750.688822,192573.095107,45128.043815,52675.630854,38893.504181,305773.259645,63021.321679,81308.344289,78030.852585,33822.375249,40984.347328,349236.638219,171340.032267,127260.860247,45177.069877,142778.117166,170269.020919,39024.650474,421382.847779,205227.366946,165522.934868,47943.304746,38070.51409,84816.668284,53011.592398,219771.373349,56200.139729,113815.657934,276535.715384,72136.028564,53562.470802,28891.84543,72332.457286,45449.929147,86429.528392,63641.964189,51212.429273,84631.356254,44655.957395,30250.095197,84773.649143,62957.308371,63010.939266,267888.751334,61672.948586,41118.334312,56211.689254,109986.075462,155599.241376,73627.340747,67388.267138,69673.114482,72885.527135,48834.77735,58502.669728,55834.601211,91962.6715,43058.241205,35083.715549,71410.248386,480075.669546,69809.355085,78199.583914,114571.246341,42780.185189,61553.174116,62062.313146,45878.924143,34286.621734,73732.598916,84954.545286,47647.35452,60292.209151,34943.926788,55256.42105,67763.703291,91434.828522,57967.45207,127501.668397,107642.205478,219069.85858,41308.454183,67443.951546,36839.420461,28188.850527,111882.533198,74213.879305,107820.685817,70022.951191,41212.822335,66075.511747,96176.209974,136198.739166,38321.383317,93737.494315,38816.22067,89457.106725,55093.208193,58867.462228,87752.75561,70768.810401,105818.001636,218308.49754,35524.804386,57386.558641,140058.280272,51125.123234,68718.428322,299726.977452
MIMAT0000077,45377.741845,74808.602609,62128.579377,53796.682707,74667.699458,130832.543621,98648.340628,61361.792901,88408.159164,68773.730209,69546.002017,98868.092057,85119.515126,79877.172022,34234.314321,80829.603836,47027.201641,75862.04545,67259.241544,126682.09739,60516.792186,65317.111128,103503.665263,52348.72802,127617.181197,57736.688199,38756.512092,70604.724715,35542.53263,69900.953398,89826.981949,57730.719318,66499.210783,69522.069298,75569.504274,98658.976885,60267.960789,182342.245421,166431.724447,58850.645765,58677.751975,57352.97367,56413.109559,47632.04004,79351.410164,37370.097397,56575.37153,72279.20666,178086.429093,68949.055779,113592.660448,93089.057976,86727.861186,67626.450336,63592.089299,68654.168158,81867.516056,48297.497776,46061.863787,73197.343883,104155.865222,69019.447812,103939.220633,36160.098482,91689.935985,110665.956234,60054.695148,71308.462027,83670.390495,83122.319798,72220.972237,33577.073594,90007.892426,144946.067059,73520.586286,120631.273627,102532.820184,99388.113731,61221.158962,60336.079525,47910.851633,78741.206969,50012.981842,91442.183998,61680.584955,60469.021527,58420.658043,66163.288028,104207.873237,72662.740121,66191.872765,87197.136841,95936.946009,102113.739872,50968.603609,106722.805133,46053.216492,70471.01816,74223.287518,34326.092197,59102.739959,36858.182628,105059.445176,50572.59067,87626.191926,90121.319885,61056.507404,102550.930177,60501.531323,78240.542388,35765.570623,54944.239396,52661.361386,107591.816412,86944.933255,66512.756296,46776.702291,55660.801104,82449.975949,44162.542161,32329.564293,98227.476147,80834.540035,36069.637672,142934.564112,59631.042637
MIMAT0000078,3355.692049,4733.286423,2881.574509,3478.38442,3362.148251,5911.780271,2663.581919,3006.639349,3534.837814,1366.680853,3829.280099,6875.821621,5579.15633,6298.534569,3779.119305,3168.840977,2411.610161,2405.937324,13969.30152,4278.464431,1960.197643,6268.192227,1966.592734,1640.849246,6733.509381,1410.52888,679.44197,1088.182292,8969.615075,3853.729898,5181.578884,3884.839414,2736.335398,1522.586913,1388.78964,3782.104568,1982.823188,3648.137407,5115.734035,3166.562329,4144.911658,1247.541644,2894.342438,1927.639528,2667.30721,7296.990018,2639.640038,3272.139365,5054.073628,1974.921912,5636.191288,1870.435018,651.966037,3488.442303,1439.301945,4877.868654,7546.955146,1621.107426,4348.760268,1177.546302,2566.104864,2041.211959,3190.2818,2429.196779,4940.374759,2329.9712,1979.044174,1250.134752,1658.705685,2145.273392,3214.808624,2377.719299,5005.16043,6205.111747,5022.134822,8633.42474,4181.575358,3895.253369,3204.30411,2179.319426,1300.382071,3885.90876,5196.235755,1766.646483,1174.414552,3902.494241,5028.193822,5339.378536,4413.244472,3957.349137,1611.991311,6561.178946,4114.342248,2504.307041,2381.442085,4396.781847,3076.69248,6595.264482,3760.573066,1555.064022,2613.929043,1949.478008,5295.153014,8577.86898,2898.717596,4993.739559,2384.145015,7039.279305,2038.642307,2384.222193,2978.159015,3118.32429,1351.993609,691.28185,6956.847467,3003.61468,1931.431276,1759.972963,4028.064389,3720.153672,2401.983324,7629.934076,2994.167602,11866.995221,1199.769225,4766.223052
MIMAT0000079,8.290869,6.004404,10.278082,5.184168,14.6929,13.979513,3.842299,10.057331,3.55546,10.446141,5.768897,5.1742,6.616125,6.980023,6.864572,4.085192,9.642869,4.167767,19.544792,4.277477,2.409927,9.281212,7.021873,7.400036,9.119946,3.335528,3.249807,6.934042,32.742715,10.874891,10.156464,6.552604,12.01534,11.245103,6.369683,12.095123,6.459452,3.922325,9.627536,5.741295,6.371958,3.712396,4.341169,3.414168,17.07904,7.993021,6.999576,4.522936,7.044912,15.427709,10.143038,6.194735,8.818863,7.40525,14.792978,5.075098,7.447602,6.541701,2.911401,2.664468,7.347976,5.201369,6.314686,5.682679,7.928314,5.365508,12.308789,7.797504,3.203853,6.872638,18.565092,5.40755,7.11361,5.850353,8.304228,12.958508,4.344494,20.549852,10.517616,5.170006,6.760886,6.683914,5.948554,7.099122,5.293563,6.757568,6.229028,5.784808,4.035488,2.967166,2.974153,10.610526,5.094861,4.934864,5.016476,9.268871,10.970887,44.419172,5.796782,10.194101,8.539017,7.275982,19.260133,12.534452,8.517292,4.94541,3.776278,9.496801,6.246948,11.834203,4.445751,8.391755,2.24756,6.389308,5.167837,3.720339,3.707164,12.163211,10.56482,39.544394,8.015007,7.439054,6.629263,11.787983,9.959615,12.53046
MIMAT0000080,1522.203776,1021.586675,966.710719,1070.242588,1061.33229,1208.606471,1071.506082,1465.101812,1101.718381,597.193681,787.665259,1147.292563,1064.901824,1442.992105,996.907679,799.570634,1771.430787,799.83208,2022.20869,872.93441,493.293542,908.377405,1631.103221,363.037077,999.90476,543.424529,198.006148,388.537473,3952.423577,1302.859063,750.865666,570.07654,862.258688,1028.667406,516.939475,1923.804249,1160.87717,2159.707804,776.968123,447.342418,1116.614457,535.822407,1168.815636,752.775382,984.630113,2194.244508,590.764203,611.830025,1662.99113,544.002014,1230.902681,751.62804,445.825086,809.071012,523.233099,997.344148,1153.427398,463.843586,792.774599,283.469665,1903.037715,1077.441768,886.445389,561.887587,1146.675735,933.896221,532.645407,545.532845,540.917116,667.050053,918.833427,548.365522,1265.609311,1195.747121,1479.064326,943.991176,795.832288,1850.350978,933.062708,720.892821,650.993175,1011.629813,940.571159,695.862008,293.414586,988.082827,1358.79959,981.682053,775.340012,1164.258675,322.39826,1161.263153,1574.675728,739.407313,608.204433,1085.106775,1347.566797,7293.588914,1247.254374,594.269847,1005.623872,457.416712,1254.994471,1368.500396,886.902226,988.632298,708.790995,995.013823,746.839126,1611.670592,583.381286,960.593882,446.227044,270.205874,1237.148725,678.217573,830.404233,1005.636778,1100.099713,4694.654699,586.469566,1178.075751,1128.02963,1579.749132,633.042842,2135.634948
MIMAT0000081,16537.723534,6039.035054,9597.159136,23570.489798,10650.055121,13664.35161,4525.114577,23251.294004,16365.542954,8715.066307,3920.738195,8201.969023,23379.17474,5773.841119,6396.581169,8124.601165,13479.659707,20548.220291,7168.2944,5341.582064,27980.366137,6250.811051,10659.828298,22674.799742,8149.193923,23447.174079,33752.040127,29682.321501,10237.135969,10142.253014,6670.837353,24052.04477,15107.233744,15779.301192,27793.309407,6990.438196,11372.58374,3718.926064,4095.995895,26740.789951,4703.83706,18400.399524,14583.193329,11693.917261,3881.955946,5943.611465,11195.521552,27605.746266,6972.769057,10154.236758,5538.099117,11448.999576,5303.129564,19597.70885,12385.922855,18692.458894,12488.517623,15847.331026,24121.542856,20023.912111,9217.158254,9702.393964,23110.38566,3206.228696,12695.129205,6143.504943,4983.31753,8883.98816,23764.932624,26981.163922,11718.174171,21998.109362,6197.548624,6550.932605,4064.616628,6416.440313,17638.645141,5524.357335,31744.603762,20384.528951,14661.842218,24054.024888,9748.978074,12593.845237,22100.62154,18983.902847,6976.757519,14119.098569,6825.764308,18368.158658,30034.49126,14944.33684,4178.149308,9124.017551,26266.612536,3227.235651,15406.544003,13371.743469,8332.340585,17981.006997,13486.943225,19192.584319,7725.760406,10634.26766,10687.30585,16921.61751,20053.678973,4656.836703,18442.635753,15122.078131,20875.516509,22455.553847,35939.69002,3476.607716,5576.09553,20221.523793,26655.287447,20802.780511,9143.24886,11092.897728,21696.168,20363.566891,16552.520271,8728.205571,7850.848692,11339.459651
MIMAT0000082,6155.895795,6395.529146,4340.776662,5956.608515,2184.420663,8428.247751,1244.905385,7771.174583,5717.415876,3590.894926,6439.916259,4908.59086,5702.804326,6164.041435,3407.917491,2556.625689,2361.610097,4465.381784,6317.612164,7518.159946,3070.247151,6566.034714,9720.925782,3001.585348,5751.545493,3664.94682,3296.46581,3071.780507,3763.523296,5058.005719,6476.795424,4174.293569,4183.39329,6254.007155,3632.908093,2444.438195,3602.245313,3609.661247,4488.383017,4544.711878,7344.300715,3863.719732,4344.465647,3778.704136,4268.349621,5991.090016,5078.892221,4158.223849,3589.25332,4208.608558,6951.448103,3033.919185,2601.564973,5276.525314,3551.045175,5641.233309,7530.475352,3304.793003,2649.084129,4071.897384,3662.87742,3745.526962,5453.158083,3177.815285,6132.207426,5143.285111,2179.584533,1686.697484,4739.921929,5707.724941,2359.429017,5838.35034,5927.72204,6463.989862,7357.547517,9142.226082,4682.574494,3014.778608,4906.091791,3717.558011,2429.679326,5076.628111,4596.831594,2568.107953,2878.752476,6766.43509,6203.984644,6844.932875,5295.437181,4762.15708,3141.598562,5602.526311,6637.875046,3769.140426,4001.936708,6204.860599,7172.395084,3732.782902,6401.420948,3580.678557,7203.21721,5361.185788,4053.246927,6416.704719,2597.93109,4243.610863,4731.019807,6372.890615,3862.422464,4079.286942,4562.822162,4188.535491,4718.319388,2938.669244,7364.01034,4508.863334,4991.693306,4965.41304,6876.943831,3652.19296,5103.956937,6107.125766,4875.221418,8598.537748,995.232743,2446.471186
MIMAT0000083,1377.64115,1539.64115,2614.058874,1521.07316,930.473669,3071.454102,376.297567,1981.29437,1184.679098,1264.390068,1219.347468,1142.635784,1179.140217,1302.029685,840.395404,1076.941066,938.394031,846.056385,1935.901983,1348.227948,851.26041,1664.374207,3473.018686,744.138953,1193.965227,768.639507,949.176022,887.557347,1246.42703,1326.0273,1269.023551,1031.892664,1258.922971,1474.319474,704.84508,788.629279,665.475342,573.033256,1304.270839,1193.471289,1083.898727,1050.784687,1468.008818,944.944292,1553.095756,815.448146,1308.120728,1050.143747,651.915487,937.408563,1944.381996,762.140323,925.350834,1371.300365,1011.218738,1515.529096,1412.984212,687.865972,1248.991199,624.521413,784.133766,870.470653,1793.370844,954.790179,1695.45306,1200.681122,1047.988833,433.151321,1140.393532,1050.300627,1058.210148,1533.540825,1669.000053,1227.76155,1628.236649,1974.012436,897.730417,958.641021,1420.629288,802.643554,541.214708,1576.027245,1437.800184,983.376515,703.66564,1430.281032,1673.739106,1320.787548,1262.405835,945.253705,689.706245,1203.705263,1406.30273,1395.470234,1163.822354,1432.504078,2852.287984,2188.332184,1714.191006,989.291325,1592.464677,1266.748401,1305.113375,1617.87989,868.76355,968.625871,940.95001,1253.040098,966.961861,1610.006409,1216.653782,1291.019299,1237.195176,921.50303,1437.284938,1102.336074,1103.145419,1266.494181,2147.224402,1582.769298,1359.574316,1228.120301,1257.450954,1872.059276,381.623295,932.710825
MIMAT0000084,723.717602,1026.33434,1154.000214,984.607822,579.22158,1838.305821,633.35987,957.709424,795.474801,402.922586,676.789907,949.810607,940.959774,1305.264334,878.322175,744.350108,1447.501811,710.414564,1866.817917,692.293251,409.872988,1141.75767,1502.836995,319.507453,961.182375,268.176602,163.883167,193.228631,4316.371452,1009.709859,933.860211,683.180178,792.221903,828.677573,299.375036,1646.839497,740.784931,1425.672375,802.468083,603.07499,695.779861,347.197362,1192.25793,433.794494,709.641917,2761.908964,572.565303,535.762452,903.836398,429.696726,919.03634,425.184196,162.361591,759.892559,335.672754,963.5685,993.700123,425.0871,831.496238,270.887459,884.206168,561.097603,739.330271,430.886829,1112.721862,825.840876,481.320079,307.90392,381.970427,600.951456,640.634161,624.872322,1181.104536,1202.735041,1202.189156,1431.554972,638.443123,1493.897461,822.439934,534.772577,292.436997,825.07002,923.425331,482.888302,269.971664,897.066858,1084.348727,945.237759,742.529741,750.268635,272.135066,1143.578946,660.633542,759.283854,437.298293,1186.322855,1179.299047,5336.393671,989.71166,218.941524,632.629735,379.321174,938.425998,1287.307069,668.922698,838.022107,450.69059,914.201426,530.826225,744.630276,498.418055,842.584807,447.437272,194.56472,802.267458,544.285413,537.273658,605.336869,1293.888718,2375.445596,461.206446,1112.307747,884.856153,1519.534838,300.48887,1907.86353
MIMAT0000085,322.740966,161.560385,136.470091,242.31183,149.454321,180.335705,73.251601,331.766236,236.082509,172.836152,202.896268,210.244985,252.58889,155.943931,66.757977,102.834138,81.250103,239.457069,152.488082,153.989183,233.392171,141.243152,141.685806,133.418303,193.76145,231.485774,231.897002,256.097277,43.447065,176.36234,197.427421,248.714053,145.60694,211.753935,277.479256,87.247974,151.303119,55.286127,129.581422,250.463908,244.892448,232.99701,152.461764,279.474079,80.224478,136.68068,128.592208,206.821576,162.946255,165.672545,180.392019,160.687713,116.534992,276.082903,94.967265,252.879854,164.00568,173.540203,222.139927,237.137545,131.913623,173.920753,262.144803,93.31561,246.639557,140.397422,75.362299,75.538315,256.842185,275.107613,109.450907,254.555359,168.151018,191.436545,218.036666,179.619294,225.321251,106.014191,304.823024,247.190949,171.199402,236.49255,153.262712,169.935269,196.618021,273.892588,271.834667,261.473359,174.754165,308.443773,233.173651,208.842104,190.086808,107.05916,224.876497,119.568441,241.501979,155.467105,245.357635,198.321634,257.531784,220.704777,169.297627,459.097738,125.866616,220.070719,298.982719,180.260023,226.369683,270.892314,256.865597,196.681795,268.669829,74.404517,211.25489,195.503749,279.625917,207.42616,194.24178,92.402728,234.038227,240.92393,203.849883,233.370221,83.563599,83.671134
