,014d4b17-d683-438b-9287-33fcec82bf5a_01,01b18f83-da8a-4d3f-b722-f00fe7559c60_01,029cc59c-60df-4411-a044-3a2eeee7b110_01,15d19ccc-52b8-41f6-b1c1-2cc55691aed5_01,1a2ce30c-5891-4bf6-8c97-6d1f34d4fe48_01,1d00217f-28df-4d91-aeb9-0d9a83a907e6_01,1dbd7b0e-9234-47d9-bdca-5b17f5af619b_01,2112a42a-9b85-475a-a31b-4ce7751cdeb9_01,22e7816d-4be9-4f84-b487-baa6ca35452d_01,2bf47a88-df0a-4102-af2e-998c3d252b9c_01,31771082-c094-4749-a9c7-80b67762f4d1_01,339490ef-6cf5-4d05-81b1-5e339e95f678_01,367869f9-bbe7-4e57-a16f-f2b63f2de697_01,39af6e0f-908c-4b2b-97b8-a4d1966e47e1_01,39e494bc-7710-4f9f-98b0-0f509f7aef1a_01,3a161c85-2544-4283-a10d-e332c9dd1692_01,3eb7aded-8887-4c27-a464-1b50ec090133_01,411ddf79-fe92-44ad-8d10-eeb703f11be7_01,418152bd-7d33-4f0a-b890-2356b30d6f44_01,4464418c-ec35-4826-b3d5-152ac2a27a04_01,4480d290-5e8a-4289-8e3c-de087e0de412_01,4498044c-1607-403e-867e-befd7fad275a_01,4b9fd822-17aa-4a22-8e17-175a72931d5d_01,4e531546-56f1-4165-94a2-ee45abd5e0f7_01,5019e7f1-db46-4a07-9e7b-b6e5d1481b84_01,5383fb57-69c2-4b34-af7f-c67208efb2b5_01,56ed4ea2-18ce-48d4-bf72-9ffabe576ca9_01,5e54122f-1c4d-45cc-8842-cd1c1df0eed8_01,60d7b6cf-d605-4837-9061-612f6bbb7393_01,6103e640-8b62-4e39-908b-b62a0debeb0e_01,64422cc5-5e5b-4ef9-a9e2-214cebf8dfbc_01,64bd88bd-1d5a-4569-9f46-f668d448c336_01,6be5176c-4980-4663-adff-d04f05737da0_01,711eb720-4cb7-48de-9350-5c729bf9f0da_01,7289bc25-2551-4c6d-b2fa-c7e13859b9b3_01,73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1_01,743fc661-9ba2-4fa8-966e-508fb4b965e0_01,78039723-94a9-4903-8bb4-c00852e8e889_01,7f1e74d4-8789-4954-8a63-b0ca5f0373c3_01,892e7630-b11e-47bd-987c-327d33258e11_01,8de236f1-c029-44df-a2a9-319145488baa_01,8e6d3005-445a-4b7f-95ec-a988a121c628_01,92fca97d-6123-46a7-9c34-7a6f877fe612_01,94f3d9b0-0ee4-4f6a-a8ff-ce7a4d8fab76_01,9752c320-79eb-49ea-aa1f-d7a79bead901_01,995fcbf5-90aa-4d4a-b57b-46a7129209e0_01,99d1bfcc-1989-4dd2-a5e9-78e08f6ce7cf_01,9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e_01,9dc5cc23-c903-4fe2-8354-64f8316ff0d4_01,9e35ef82-55b0-460b-8ab9-8cd708efa3b1_01,9f57834a-4dc4-45ed-97de-ed4da9d0598d_01,a08e4c1d-5d92-43ec-b0b9-87b2286d685e_01,a18d3ba3-e2f4-4144-9c25-2019cad193f4_01,a6ff0b7a-1d04-4a64-af43-5011a4487cb2_01,a83802da-0219-4cf1-9560-16295363491d_01,a9f956a0-660f-4185-a843-d9911d2484de_01,a9fe64a9-6d22-4e9f-96f3-f16af7d298f8_01,af04ca52-8b71-497e-8135-6ddfca9ab221_01,b224e42d-8b6d-4578-963c-bf528b954900_01,b26cb5f2-4ff0-4476-8d02-7256ace7d8a3_01,b533e555-90cf-4657-80c6-15b67da8ad26_01,b5c516ba-4785-41dc-bd07-b129d47808dd_01,bbf07e1f-8c17-4c2e-89ed-38332d82e455_01,bcb87378-9f43-45e4-bdf2-f6dfa6ac5b8c_01,c510a423-6ab1-431e-9248-d2ac91fdedba_01,c9bfc2a7-0914-4080-a0a3-1c6a4e58e1ab_01,cba920f4-c57f-47bc-958d-9b7872df01c8_01,d8e15178-d8c5-4e4e-895c-57ffe5bc80c2_01,d9ccba9b-6bf0-44d9-8097-a97ab747f0bd_01,da6f0ed2-a6d5-4d87-823e-122ebd59aaba_01,df291bbf-fc62-4c40-9582-289ac78225fd_01,df685f8c-645a-47ae-a471-63bf1973a0ae_01,df941bc1-6356-4f2e-a3f5-ae190266b441_01,e00ce846-9a0e-48b5-be9f-84d443a0f78a_01,e21d8018-8fe9-4c92-8b36-28d7d3f7df2b_01,ebdabfcb-1c68-4ca1-8b7f-3ea9cdac3a6a_01,edbf6720-467e-4928-b1cb-0e7336358d18_01,eeab0529-31e6-4edb-bd2c-a21f2a169381_01,f78d8541-b317-4c8a-aa66-f172a8eaf14f_01,fa9089fa-9af9-4932-8ab7-0e7f2fd6b121_01
MIMAT0027401,0.0,0.384929,0.0,0.276144,0.14091,0.212096,0.0,0.412545,0.0,0.119084,0.31208,0.0,0.0,0.361933,0.0,0.091317,0.0,0.0,1.29362,0.0,0.0,0.0,0.161681,0.0,0.0,0.0,0.318045,0.0,0.0,0.385288,0.0,0.0,0.22015,0.237988,0.0,0.094097,0.0,0.0,0.0,0.0,0.234303,0.0,0.0,0.0,0.165761,0.485655,0.980282,0.262687,0.140074,0.0,0.391005,0.0,0.0,0.0,0.161883,0.0,1.383642,0.0,0.0,0.0,0.0,0.155079,0.0,0.0,0.0,0.253902,0.0,0.0,0.170295,0.0,0.0,0.217119,0.0,0.128895,0.142317,0.0,0.360011,0.0,0.200525,0.0
MIMAT0027402,0.458565,0.0,0.23187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264209,0.180967,0.0,0.0,0.184627,0.0,0.0,0.0,0.0,0.0,0.161681,0.0,0.0,0.0,0.0,0.0,0.232315,0.0,0.171008,0.0,0.440299,0.0,0.0,0.094097,0.0,0.0,0.0,0.240688,0.0,0.0,0.0,0.500852,0.0,0.0,0.0,0.0,0.0,0.0,0.391005,0.258574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310158,0.0,0.0,0.455618,0.0,0.0,0.0,0.0,0.314034,0.0,0.0,0.0,0.0,0.0,0.0,0.180006,0.0,0.0,0.05654
MIMAT0027403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104678,0.0,0.0,0.59201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027405,0.0,0.0,0.0,0.276144,0.0,0.212096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180006,0.0,0.0,0.0
MIMAT0027406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05654
MIMAT0027408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234303,0.279737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391005,0.0,0.0,0.123244,0.161883,0.0,0.0,0.0,0.643275,0.214776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142317,0.0,0.0,0.190541,0.200525,0.11308
MIMAT0027409,0.0,0.0,0.23187,0.276144,0.14091,0.424191,0.390022,0.0,0.0,0.0,0.104027,0.0,0.0,0.0,0.0,0.091317,0.0,0.0,0.0,0.356393,0.320441,0.0,0.0,0.0,0.0,0.0,0.318045,0.0,0.0,0.385288,0.0,0.393716,0.0,0.0,0.0,0.094097,0.575459,0.165575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485655,0.0,0.131343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214425,0.0,0.0,0.155079,0.275842,0.0,0.0,0.0,0.0,0.0,0.170295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180006,0.190541,0.601575,0.05654
MIMAT0027410,1.375694,0.769858,1.391218,2.485293,3.240926,1.908861,2.145122,3.300358,3.130699,1.071756,0.832215,2.566201,2.642087,1.085801,2.291353,2.465555,1.29239,2.456738,2.156033,2.851142,0.320441,3.094656,1.778493,1.499471,1.010769,1.214743,2.862405,3.975746,1.161575,1.541151,1.539076,2.559157,1.761197,2.617865,0.618508,1.223262,2.589566,0.827874,2.099417,2.888259,3.280242,1.118948,0.996186,1.25213,1.65761,0.242827,2.744787,1.444776,0.98052,1.76976,1.564021,1.810018,2.329482,1.725416,1.780715,2.524187,0.691821,0.768928,1.072125,2.577317,5.644268,1.705873,2.206734,3.387072,1.366854,0.888657,1.05524,0.734444,1.192062,1.98888,3.267983,1.736953,4.736076,1.160051,2.846332,2.973242,1.620051,2.095951,2.606827,0.791563
MIMAT0027411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165575,0.0,0.240688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027412,0.0,0.0,0.0,0.0,0.0,0.0,0.195011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027413,0.0,0.384929,0.0,0.0,0.0,0.212096,0.0,0.0,0.0,0.119084,0.0,0.1974,0.0,0.0,0.327336,0.182634,0.184627,0.204728,0.0,0.356393,0.0,0.386832,0.0,0.0,0.336923,0.0,0.318045,0.283982,0.0,0.0,0.0,0.0,0.0,1.665914,0.309254,0.0,0.28773,0.0,0.0,0.0,0.0,0.279737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129287,0.0,0.0,0.0,0.0,0.0,0.192232,0.0,0.644329,0.0,0.0,0.0,0.307916,0.0,0.0,0.0,0.183611,0.0,0.0,0.0,0.0,0.296005,0.064447,0.142317,0.0,0.0,0.0,0.0,0.11308
MIMAT0027414,0.458565,0.0,0.0,0.0,0.14091,0.0,0.195011,0.412545,0.195669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184627,0.0,0.64681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192644,0.0,0.0,0.0,0.237988,0.0,0.0,0.28773,0.165575,0.299917,0.0,0.937212,0.279737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505646,0.391005,0.0,0.0,0.0,0.161883,0.280465,0.0,0.192232,0.0,0.0,0.806324,0.0,0.275842,0.307916,0.0,0.0,0.0,0.367222,0.0,0.0,0.0,0.651357,0.59201,0.128895,0.0,0.0,0.360011,0.0,0.0,0.0
MIMAT0027415,0.0,0.0,0.0,0.0,0.0,0.424192,0.0,0.0,0.0,0.119084,0.0,0.0,0.0,0.0,0.0,0.091317,0.0,0.0,0.0,0.0,0.320441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232315,0.0,0.0,0.196858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240688,0.234303,0.0,0.0,0.0,0.165761,0.0,0.0,0.0,0.0,0.0,0.0,0.258574,0.0,0.0,0.323767,0.0,0.0,0.0,0.42885,0.0,0.403162,0.155079,0.0,0.307916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217119,0.0,0.064447,0.142317,0.0,0.180006,0.0,0.0,0.0
MIMAT0027416,0.0,0.0,0.0,0.0,0.14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123244,0.161883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027417,0.0,0.0,0.23187,0.0,0.14091,0.212096,0.0,0.0,0.0,0.0,0.104027,0.0,0.264209,0.0,0.0,0.091317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299894,0.0,0.0,0.0,0.0,0.232315,0.192644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262687,0.0,0.0,0.391005,0.129287,0.0,0.0,0.0,0.280465,0.0,0.0,0.0,0.0,0.403162,0.155079,0.0,0.0,0.0,0.0,0.0,0.183611,0.34059,0.104678,0.0,0.0,0.0,0.064447,0.0,0.0,0.0,0.190541,0.0,0.05654
MIMAT0027418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027422,0.0,0.0,0.23187,0.828431,1.972738,1.060479,0.390022,0.82509,0.391338,0.357252,0.0,0.5922,0.264209,0.0,0.0,1.552385,0.0,1.023641,0.215603,0.0,0.640881,1.93416,0.323362,0.599788,1.01077,0.0,0.318045,0.851946,0.92926,0.0,0.513025,0.0,0.4403,0.237988,0.0,0.094097,1.726378,0.0,0.0,1.925505,0.468606,0.0,0.664124,0.500852,0.165761,0.485654,0.392112,0.262686,0.0,0.505646,0.0,0.775722,1.941235,0.61622,0.809416,1.682792,0.0,0.384464,0.42885,1.288658,1.209486,0.310159,0.827526,1.231663,0.227809,0.126951,2.110478,0.0,0.170295,0.523389,0.0,0.434239,0.888014,0.966711,0.0,0.33036,0.360012,0.190541,0.0,0.16962
MIMAT0027423,0.0,0.0,0.0,0.0,0.14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165761,0.242827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027425,0.917129,0.0,0.0,0.276144,0.0,0.0,0.195011,0.412545,0.195669,0.0,0.0,0.0,0.0,0.0,0.0,0.182634,0.0,0.204728,0.0,0.0,0.0,0.0,0.0,0.299894,0.0,0.0,0.0,0.0,0.0,0.0,0.171008,0.0,0.22015,0.237988,0.0,0.188194,0.0,0.0,0.0,0.722065,0.0,0.83921,0.0,0.250426,0.0,0.242827,0.196056,0.0,0.0,0.0,0.0,0.129287,0.0,0.0,0.0,0.0,0.0,0.0,0.214425,0.0,0.0,0.0,0.0,0.923747,0.455618,0.126951,0.0,0.0,0.0,0.104678,0.0,0.0,0.296005,0.0,0.0,0.0,0.360011,0.0,0.40105,0.0
MIMAT0027426,0.0,0.0,0.0,0.0,0.14091,0.0,0.0,0.0,0.195669,0.238168,0.104027,0.1974,0.0,0.180967,0.0,0.365267,0.369254,0.204728,0.0,0.356393,0.961322,0.0,0.323362,0.299894,1.010769,0.404914,0.318045,0.567964,0.696945,0.385288,0.171008,0.0,0.0,0.237988,0.309254,0.094097,0.28773,0.0,0.0,0.240688,0.468606,0.279737,0.0,0.250426,0.0,0.0,0.784226,0.0,0.140074,0.0,0.391005,0.258574,1.164741,0.246488,0.161883,0.280465,0.691821,0.192232,0.42885,0.429553,0.0,0.465237,0.0,0.0,0.0,0.0,0.52762,0.367222,0.170295,0.418712,0.0,0.434239,0.296005,0.515578,0.0,0.33036,0.900029,0.0,0.601575,0.05654
MIMAT0027427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05654
MIMAT0027428,0.0,0.769858,0.0,0.276144,1.127279,0.212096,0.780045,0.0,0.195669,1.071756,0.104027,0.987,0.792626,0.361934,0.0,1.095801,0.369254,0.818912,1.293621,0.712785,0.0,1.547328,0.323362,0.299894,1.01077,0.809829,0.0,0.0,0.232315,0.577931,0.171008,0.787433,0.22015,1.189938,0.309254,0.094097,0.57546,0.331149,0.89975,0.240688,2.577332,1.118947,0.664124,1.001704,0.497283,0.0,0.196056,0.131343,0.280149,0.505645,0.782011,0.646435,0.388247,2.218392,0.161883,1.121861,0.691821,0.0,0.643275,0.644329,1.612648,0.465238,0.275842,0.307916,0.227809,0.0,0.26381,0.550833,0.170295,0.732745,0.0,1.085597,0.888014,0.25779,1.850116,0.0,0.180006,0.0,0.0,0.621942
MIMAT0027429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195669,0.119084,0.0,0.0,0.0,0.0,0.0,0.091317,0.0,0.0,0.215603,0.712785,0.0,0.386832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28773,0.0,0.0,0.0,0.0,0.0,0.0,0.250426,0.165761,0.0,0.0,0.0,0.0,0.0,0.0,0.129287,0.0,0.0,0.161883,0.0,0.0,0.0,0.0,0.0,0.0,0.155079,0.551683,0.0,0.0,0.0,0.26381,0.0,0.0,0.0,0.0,0.0,0.0,0.193342,0.0,0.0,0.0,0.190541,0.0,0.05654
MIMAT0027430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599789,0.0,0.0,0.318045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094097,0.0,0.165575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05654
MIMAT0027432,0.0,0.0,0.0,0.0,0.14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027433,0.0,0.0,0.23187,0.0,0.28182,0.212096,0.195011,0.0,0.391337,0.357252,0.0,0.0,0.0,0.0,0.0,0.273951,0.0,0.204728,0.862414,0.356393,0.0,0.386832,0.485043,0.299894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196858,0.0,0.475976,0.0,0.282291,0.0,0.0,0.299917,0.0,0.234303,0.0,0.664124,0.0,0.0,0.0,0.588169,0.131343,0.140074,0.252823,0.0,0.387861,0.0,0.123244,0.323766,0.280465,0.0,0.0,0.0,0.859106,0.403162,0.310159,0.0,0.307916,0.0,0.0,0.527619,0.183611,0.0,0.0,0.0,0.0,0.592009,0.322237,0.142317,0.66072,0.360012,0.0,0.200525,0.11308
MIMAT0027434,0.0,0.0,0.0,0.0,0.14091,0.0,0.195011,0.412545,0.0,0.0,0.0,0.0,0.0,0.180967,0.0,0.27395,0.369254,0.0,0.215603,0.0,0.0,0.0,0.0,0.299894,0.336923,0.0,0.0,0.0,0.0,0.385288,0.171008,0.0,0.22015,0.0,0.0,0.0,0.28773,0.0,0.299917,0.240688,0.234303,0.559473,0.0,0.0,0.165761,0.0,0.196056,0.131343,0.0,0.252823,0.0,0.129287,0.388247,0.246488,0.0,0.0,0.0,0.0,0.42885,0.214776,0.403162,0.0,0.275842,0.0,0.0,0.0,0.0,0.0,0.170295,0.0,0.0,0.434238,0.296005,0.064447,0.284633,0.0,0.0,0.190541,0.200525,0.0
MIMAT0027435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0027438,0.0,0.0,0.23187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28773,0.165575,0.0,0.0,0.0,0.279737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
