,02979422-5149-4750-ad5f-483e0bec6ac5_01,02ec7a3a-2812-4a65-93cd-07bf655cc91b_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_11,04e9a63a-d742-488c-8564-bf9d79aa2091_01,04e9a63a-d742-488c-8564-bf9d79aa2091_11,0697436f-e487-45db-b0bc-ad9246f70196_01,0697436f-e487-45db-b0bc-ad9246f70196_11,08a96dec-e658-493a-9308-83f7ace3b3b6_01,0b77657a-0297-4cee-b9f2-5de72e182016_01,0ec3caa1-7c51-417b-a89c-18e9fceb80c4_01,0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a_01,11a33d4a-4839-468f-9d61-5630586ed978_01,151f07f5-1529-4fcd-912c-e55b2ff8abef_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_11,23656226-2d99-4548-959f-5c2eed803e33_01,2a05f855-83cc-4276-befd-5d6d4ec18f82_01,2ea84e23-6a0a-4c5d-9c70-d5355a85df35_01,2f1c4db6-88a7-4a5d-a5fe-94d85f569440_01,2fc175d1-9d95-44fd-a53e-820f6f404551_01,3129e869-bb2f-423a-bd20-d0daae33b11a_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_11,39034b58-1fe1-4cae-ad3e-3ee291f1b4d0_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_11,40f79cfe-a51f-497b-b06e-7a4f9004f092_01,452135f2-6de6-4593-a091-ddf6344ee431_01,452e96b0-dd23-4f5a-bc05-625763b0ee12_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_11,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_01,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_11,4e4faf51-2cbf-4910-a093-186660e4a19b_01,5f633c79-fcf8-47da-b349-ada3fb794819_01,6101ffe6-2ef6-4256-9d6b-a7c545836995_01,63643ba6-bed9-4c36-91dd-a18105fadc06_01,63643ba6-bed9-4c36-91dd-a18105fadc06_11,648fecca-4946-4880-8359-6801cbb4fc0d_01,648fecca-4946-4880-8359-6801cbb4fc0d_11,70e306ee-9584-49d6-81a1-a49d837ab6aa_01,739deed4-d1dc-458f-bd0f-1e24d2bfd305_01,83b3060c-2449-4581-88ef-817d126e4525_01,872092b3-d31e-44d7-bd03-e29f52f8ab5a_01,8ac7f218-bd7b-4dda-8879-2cec49748e42_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_11,955d428c-8fe8-456b-b86d-65ea6c2a1b18_01,955d428c-8fe8-456b-b86d-65ea6c2a1b18_11,9680b5ff-1882-434f-9981-e8ac33764b93_01,9aa02d46-294b-4e99-b9ee-56edcbfb5275_01,9aabcbd7-a26a-49b1-abf1-02c0dc3adcf2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_11,a122d361-835e-4cf2-850f-af7864aa112c_01,a5af1391-89d3-4f41-930e-7e8272afec98_01,af1111af-9384-4e37-9b16-227d38007ebd_01,af1111af-9384-4e37-9b16-227d38007ebd_11,b08dfba8-6afb-4217-9259-72be6f1f3363_01,b08dfba8-6afb-4217-9259-72be6f1f3363_11,b4a0bf74-1381-4c17-b97d-206810d9e59a_01,b5f6a0e3-f9ac-475f-9a34-b8b8834f1779_01,baaf32ff-b31b-4c42-bbf6-8ff7ab569ab6_01,c689ae1d-4a6b-45db-b4d1-6b34c5c61522_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_11,d52c3cb6-921e-4f26-b49c-e6e4f11f9c06_01,d542c363-fd6c-447d-b71a-0e94fec125e4_01,d542c363-fd6c-447d-b71a-0e94fec125e4_11,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_01,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_11,dc8dbf62-b687-4362-8839-2fac69703f64_01,e0e38071-877f-4ebf-955f-483eb4865351_01,e0e38071-877f-4ebf-955f-483eb4865351_11,e1e15226-9f8e-4035-8f08-eb1fed57080e_01,e1e15226-9f8e-4035-8f08-eb1fed57080e_11,e562c60c-8e6e-481f-ad4f-28b067437ece_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_11,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_01,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_11,ee8c1919-17a9-4df1-8aa5-79546621b23c_01,f1c1502e-1bd6-425a-b651-454363809668_01,f1c1502e-1bd6-425a-b651-454363809668_11,f2b58595-dec0-4194-ab33-7c7dc6c058a6_01,f2b58595-dec0-4194-ab33-7c7dc6c058a6_11,f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44_01,f3ba1cf8-ac67-4da8-96f3-8680dc55f247_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_11
MIMAT0019971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019973,2.0,1.0,4.0,0.0,9.0,0.0,1.0,0.0,2.0,4.0,3.0,9.0,1.0,0.0,3.0,3.0,9.0,2.0,1.0,3.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,2.0,1.0,5.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,3.0,7.0,2.0,4.0,1.0,0.0,10.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0
MIMAT0019974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIMAT0019978,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
MIMAT0019979,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
MIMAT0019981,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
MIMAT0019982,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
MIMAT0019983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
MIMAT0019985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0020924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIMAT0020925,4.0,1.0,0.0,5.0,2.0,6.0,4.0,4.0,4.0,3.0,1.0,6.0,3.0,1.0,10.0,0.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0,4.0,10.0,2.0,2.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,4.0,0.0,4.0,8.0,1.0,0.0,1.0,5.0,2.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,8.0,0.0,4.0,4.0,1.0,0.0,1.0,11.0,2.0,5.0,1.0,2.0,1.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,7.0,6.0,0.0,5.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0
MIMAT0020956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0020958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0020959,5.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,6.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,5.0,4.0,3.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,7.0,1.0,0.0,2.0,0.0,1.0,3.0
MIMAT0021017,8.0,7.0,10.0,16.0,11.0,12.0,7.0,7.0,7.0,12.0,15.0,19.0,1.0,22.0,20.0,7.0,23.0,13.0,27.0,13.0,9.0,25.0,20.0,16.0,57.0,27.0,5.0,15.0,7.0,8.0,8.0,6.0,7.0,15.0,5.0,16.0,15.0,0.0,0.0,7.0,16.0,13.0,0.0,12.0,7.0,5.0,24.0,10.0,3.0,12.0,0.0,21.0,38.0,3.0,12.0,14.0,9.0,35.0,28.0,17.0,7.0,7.0,22.0,12.0,20.0,21.0,8.0,7.0,10.0,5.0,5.0,17.0,12.0,16.0,5.0,12.0,2.0,7.0,15.0,5.0,0.0,0.0,15.0,5.0,18.0,10.0,10.0,2.0,36.0,8.0,4.0
MIMAT0021018,3.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
MIMAT0021019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
MIMAT0021020,6.0,3.0,1.0,13.0,3.0,12.0,3.0,8.0,6.0,3.0,3.0,2.0,17.0,3.0,3.0,18.0,2.0,12.0,11.0,2.0,7.0,2.0,5.0,10.0,4.0,3.0,8.0,3.0,10.0,5.0,6.0,6.0,1.0,12.0,0.0,3.0,2.0,2.0,3.0,4.0,17.0,3.0,2.0,8.0,2.0,6.0,4.0,8.0,5.0,8.0,3.0,3.0,4.0,5.0,15.0,4.0,3.0,10.0,14.0,12.0,6.0,4.0,21.0,2.0,5.0,3.0,7.0,2.0,2.0,7.0,2.0,14.0,8.0,2.0,7.0,2.0,3.0,2.0,7.0,7.0,5.0,3.0,1.0,7.0,22.0,4.0,8.0,10.0,1.0,7.0,15.0
MIMAT0021021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
MIMAT0021022,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
MIMAT0021023,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
MIMAT0021024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
MIMAT0021025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIMAT0021026,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
MIMAT0021028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021030,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MIMAT0021034,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
