,00397ce0-a931-46dd-9407-c1c6a14c39f1_01,04a1f2dc-1b1a-4328-b35d-cdc1b99e7b5b_01,0ab19ae8-c095-48d6-b1aa-0f5ae75c6e68_01,0ac27bc8-346e-4006-a701-d9676fb91cb7_01,0c5ae0f7-b2ac-4b1b-aabb-83994ebb9326_01,0c7b4b9c-d497-41fc-a2b9-014bb5e07985_01,0c8bd0eb-9c26-4fb0-a365-26354129f0da_01,10981cf9-c8e6-48c0-bc34-f06db6e1ac28_01,1c848577-c3a4-4830-abfa-549992172396_01,1f91f13c-bc22-4a5b-9c8f-54782d3909a0_01,24ea3cd5-c2e6-44f7-9658-78af7befeef7_01,28c6d24e-be1e-484d-948d-55ea51bd8ec0_01,2b3b0ca8-14c6-493e-921a-cd43ba7d080a_01,2b715eb2-055e-4bc5-bc98-128e8bf6954f_01,2b740646-7cd4-4c7f-890a-7b3db6ebc1b8_01,2d2d8421-18a7-4822-ba37-69fbf48da225_01,2dd1ecd8-a8d8-4a6a-8cf2-e847557ab04c_01,3210027d-a9c7-4ebb-8497-e3705bed7e40_01,340fef21-55d8-433f-b00a-51276b849356_01,36606c1f-9a12-465a-a2d9-2491fdc54a88_01,3d8b4046-822a-4a00-b79e-393bd3f5f5b5_01,4d9f1899-4a41-4e57-bdad-b12eb0d47629_01,500b86b2-3ac3-4745-af84-3dd28f38daeb_01,50921ca1-5d70-4162-8847-74e874114284_01,54d21956-25e4-42df-adbe-6907721fc4b5_01,554f4424-bb94-4958-a316-6d7d4eb4181b_01,5a197d56-e835-4f96-ad85-04ae9f6aff32_01,676ea428-80ef-4371-b90b-95e46708278c_01,6821f2b2-1b21-4046-b7d6-8979fe36add6_01,74f63637-cc7c-4539-a57e-783c8f62fb95_01,77c64e5d-da34-467a-a8d3-c79060700e4f_01,7a92421e-4860-41c7-afd2-fa715357f023_01,7d93f1b4-3460-4917-9f33-2a9c6df773f2_01,827d74a2-0331-434c-aef6-2d15b634ccb8_01,83b97927-a1be-441a-97a1-4363e1f2d530_01,880befcf-2bb1-4d37-b65b-5f2970bfb18b_01,894b5569-4e33-4e8d-a70c-63dd4c74c3cf_01,8ba34bcc-daad-4d69-9f02-e6a1c18de68b_01,92c1f122-2f48-47a7-b3b8-c1792a1f4f32_01,97408569-ef36-46d6-941a-aca9e0ab297e_01,98889636-e53c-44df-951e-01a70033e754_01,99826daa-eb83-40ba-950d-0bb7084d960d_01,9ad7575d-2ad4-4fda-8176-55145396f04a_01,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa_01,a3c28058-d305-4f85-b42b-a221e5234ec8_01,a48996be-7dae-451a-8129-9de8dfe7221a_01,a61ea4c7-2506-4d56-aeb5-edf83199d421_01,aaace369-0a47-4176-811b-61cd42bf647f_01,af5bde54-d20c-41a1-9537-69aed5562f08_01,b100c424-90c6-4e16-9d9e-40ad38606b5d_01,b106d71c-7809-4efa-a969-ee1f93a44720_01,b1f27fa2-133c-42c0-b69e-815af67e2a7e_01,bbabcd40-0a6c-430f-8325-ee1ed1d08afa_01,c328f661-c109-4e01-b819-299a75bd4348_01,c5ad9aef-27c6-4101-befb-6227cd1266ba_01,c5d4d4b4-2c9e-4865-8860-68327356d461_01,c61937ab-01ff-42e5-a534-3b33d6a9f582_01,c739fd61-22b2-412d-bcf3-89bda45a2c0f_01,c9c7366b-8826-4bd2-a3dc-5883e34c1502_01,c9ce1f62-2df1-4974-868b-d075781ce282_01,ca9031aa-87e5-4d5b-a526-3615efac3077_01,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c_01,cb245767-f9d2-4cca-95f0-f3d247c05f01_01,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567_01,ccf7073e-b224-497a-a476-c67aff5226bd_01,d3a6accc-5c45-4e70-baf5-2188af53e0db_01,d4d2b087-b7b4-4e53-a0b6-0190380c5a48_01,d4d3c554-bab2-47e7-a1c8-8890db28abf8_01,d940e476-fb0a-4cc3-8ab5-691156e7c09b_01,dc6720dd-5028-49d3-8508-a7936e7b3faa_01,de7c2f09-b840-4071-a1f1-558d1fb28576_01,e0df1fef-c650-4088-a974-26f712ed4f64_01,e23bc730-b369-4d6a-90ce-7223e234cd4d_01,e4469259-2504-4987-88a4-02cae33f46f2_01,e611ee05-92c8-41d6-a052-18dd749f8779_01,e656cf38-2f5d-4306-90d9-ecb504d86351_01,e6633347-a907-4a6c-9343-a207fdb05169_01,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6_01,e93761b9-e0a2-48d5-8b21-a6670021cae4_01,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292_01,eb5a5b41-b493-408c-902e-c625f5ba7d2f_01,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc_01,ef8b1e2c-9623-44fe-b591-8c8e6a232da5_01,f15667dc-8376-40b6-84b2-8f5370c3d66a_01,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8_01,f544c652-8ee2-4bfe-a42c-41ab4b3697d1_01,f8970455-bfb2-4b1d-ab71-3c5d619898ad_01
MIMAT0000072,4.188929,5.421787,10.442693,5.565291,34.998619,5.298143,13.649236,7.707356,8.204733,16.584805,15.761932,5.498844,3.90596,20.882601,6.074878,3.312867,15.291522,13.846971,4.053371,2.945888,5.327172,4.251438,8.600218,3.947923,4.975767,3.789222,4.33025,1.111172,10.662389,3.605629,3.755116,12.03111,12.730371,6.535838,1.582386,5.20216,5.198554,5.351727,11.955006,19.445591,4.009441,15.873937,7.01575,4.811361,4.843296,12.785251,5.74938,9.283538,5.793487,2.311615,7.143658,7.24094,5.874759,5.469137,2.789402,7.81705,2.242113,5.491563,11.609957,14.71537,5.712357,6.37433,8.611193,5.89913,4.731624,3.953922,2.532993,5.938612,3.84307,8.530745,15.43706,4.288935,4.509914,4.137735,3.19592,23.401082,4.205321,8.364894,14.301191,13.093634,4.912535,4.065926,8.158504,2.700235,3.479624,4.882322,3.107505
MIMAT0000073,18.110959,41.182508,22.906553,30.823145,59.474778,30.961024,30.808276,36.165287,38.239915,35.012366,92.787221,27.952456,14.06146,74.022876,38.474226,12.009145,58.362641,48.372085,10.729509,22.935844,59.664324,30.533053,28.321404,24.418642,34.297253,30.31378,10.969968,17.556521,17.950606,16.761301,30.040923,29.737272,32.553379,13.797881,13.292046,37.124502,33.686633,30.029136,29.397557,63.560963,43.192616,80.857868,22.606305,36.138671,18.064185,71.003804,37.632309,38.004482,43.129294,18.492919,23.317976,46.044952,37.028783,83.323898,27.296286,31.634624,11.21056,37.068048,37.732363,60.141075,31.760705,27.515858,36.826589,56.369471,18.081564,22.703166,16.781077,30.502876,11.824832,30.331538,33.535682,34.816067,27.703753,21.240372,13.422862,33.575466,12.335609,51.209471,65.288047,51.895502,53.116788,36.749713,35.897416,24.902169,27.976174,43.262808,29.693934
MIMAT0000074,115.441959,128.969309,125.312315,112.804149,244.304088,109.108635,113.483653,161.113391,226.216201,124.570315,273.90074,107.227451,54.683457,332.593611,151.319682,57.975179,152.150639,154.901449,60.323682,94.057997,243.984469,138.171726,120.106475,110.24944,129.903063,109.992716,80.109629,48.224873,116.071582,62.367637,109.837127,139.606276,160.220822,64.269078,53.009946,138.566612,99.396363,88.74948,130.917115,211.579646,135.956504,215.290272,156.879957,137.391099,76.314635,216.436032,139.55315,126.198085,168.976713,83.796041,126.29447,152.431072,104.855541,261.231677,96.832076,119.087867,55.237491,146.384467,173.181868,211.133561,137.096572,169.663416,150.054608,229.082908,93.280587,106.373251,79.68373,191.385311,70.062129,81.042077,144.611542,133.461596,122.411927,139.027887,67.753491,190.769698,56.912006,205.653974,191.304339,219.717576,161.4996,131.829819,138.443535,67.505878,89.913477,147.554654,89.168121
MIMAT0000075,260.452826,422.437936,232.434128,402.413283,735.886005,226.495617,188.359462,513.873165,413.752949,263.514128,966.533553,204.831926,109.106514,439.723051,308.53016,125.267798,530.360935,416.332262,162.373235,329.097779,415.874546,235.181807,236.505965,385.434381,439.99998,247.878325,165.41556,183.899003,291.798557,124.637828,361.617614,417.910826,333.89947,163.395964,132.920457,372.900249,290.079348,206.636142,311.418109,864.022782,479.857205,905.806537,308.108337,276.17215,114.668301,432.872067,316.477279,249.204953,507.412927,175.682736,249.354072,393.79574,292.135728,953.881671,197.848256,378.149781,111.697955,443.786905,373.453638,468.119364,412.660685,267.084427,358.921827,534.526792,235.905254,239.27604,240.212147,292.881614,193.040378,199.998579,444.480877,220.501771,421.569497,221.230883,228.827833,374.926044,93.918826,416.612516,326.232964,458.915925,395.76613,511.993855,453.738332,129.611289,288.11284,674.981173,257.059689
MIMAT0000076,439238.290068,530014.838389,474341.293478,664643.541034,408976.940021,434003.018621,334271.360857,490552.930192,423704.996496,381120.299903,210164.245281,437133.324506,262852.695265,545903.436471,655771.28121,335433.829299,519823.800902,564386.292091,316769.912365,593928.48268,499846.399883,218471.530829,376344.154582,215091.97859,628866.059994,644506.169008,465623.153328,492152.957299,164552.116885,506710.66053,486707.830242,189601.216368,260296.461258,391098.405761,211616.488406,357496.654656,417307.319207,462954.153529,374727.509159,493469.618871,376304.275756,244094.523344,324672.130639,466846.191035,253788.700879,499554.456836,505629.297165,538022.467324,452555.040538,494972.815407,212817.230611,287666.766741,464340.392779,320088.908853,563076.932888,509218.255937,346531.696943,549471.342705,431498.589146,485417.388657,313570.252964,339366.140871,410706.790183,68966.737746,448630.11037,410950.985781,469570.630282,174850.728224,324670.264572,376803.719401,159562.247543,268005.016539,480551.858745,456653.367073,245467.06765,342967.28783,180194.061527,315848.393035,514619.237014,408118.053485,231416.646239,567802.905206,578949.528604,303206.409278,549263.607245,370895.712356,549839.195266
MIMAT0000077,128041.76313,63435.943146,137788.635183,91832.209072,180724.864872,217672.883375,122409.472413,101037.069272,142877.654688,184937.163856,51938.241778,95960.778579,86062.384968,105926.736703,79201.86414,60528.365082,117297.692534,92886.958681,223392.665928,102620.640957,140049.926255,121923.698286,107526.13873,110500.206387,69420.481289,90572.21369,131528.898792,207910.879543,117805.232156,107307.908644,198415.604157,227519.416623,106844.920971,194069.743208,293072.676318,152192.958502,90419.708426,169741.184514,164922.836315,113198.883999,219996.577393,66495.92263,143666.376163,124451.424599,210591.476376,173683.067783,142068.768343,130584.265219,92265.630104,111726.129108,180158.047352,151583.695703,177837.846691,168807.779813,91789.237615,169698.501275,174224.351457,90429.047208,96876.873011,150998.885682,211422.338105,196521.018184,181651.088043,160728.044499,130149.570014,187148.300256,66238.604959,107078.462712,126729.381634,182118.136598,149867.951025,226882.950142,65622.457135,88095.957931,32769.04049,96265.441536,213088.920101,245059.153063,130933.82839,120846.902676,122390.599368,72888.283382,93732.674944,297291.094054,139817.960008,130862.127399,69202.143007
MIMAT0000078,5048.521966,4002.893618,4387.446806,7771.927567,4437.733451,4366.66329,3555.04113,4084.157809,5153.597724,6281.587141,3319.224918,6599.98708,1808.720395,3186.549023,2497.695227,2311.139121,2469.325845,3902.630315,3341.884357,5682.828438,2323.357198,3141.039514,3067.311826,1397.418963,3502.051527,2575.303171,5540.69959,1666.980571,3483.362153,4186.622683,3395.750861,3587.767856,2597.541475,3467.262348,1432.69264,1362.492856,2089.195136,4305.910686,2184.238403,2867.78942,3177.664351,4298.860598,6834.704266,2876.445734,1868.203189,3123.482464,3724.030764,5918.835199,3808.413237,5798.108172,2938.60404,3042.123146,4762.827089,2743.897732,4678.224619,8288.149159,4244.114658,4470.646827,9970.051146,3497.139567,1948.827789,2134.65687,2209.228889,2116.149293,5973.844261,2210.879996,2794.524259,2493.407799,2215.973456,4616.080929,2133.863089,1840.962719,3354.086809,4232.626756,2894.224655,3329.567114,1860.153468,3633.832282,2920.137383,3453.366301,5900.569057,3619.92479,5132.577569,1058.192168,6094.073714,3112.887856,1978.271984
MIMAT0000079,14.784456,18.111073,7.916237,16.69587,3.659985,14.073193,10.52941,36.313508,25.200251,5.159716,8.92185,10.997688,9.8951,22.071042,27.244906,13.665578,12.233217,4.615657,7.153008,19.358692,7.458042,35.943973,18.090111,14.621941,47.092084,37.26069,14.289825,20.778921,14.036564,8.2832,5.820431,13.16612,18.186244,10.529962,17.564491,28.611877,6.862092,19.623,6.467463,10.158147,12.757313,11.161363,23.385833,38.811648,24.609179,4.337853,22.47485,17.116523,38.784179,6.356941,16.039533,19.309173,9.969288,20.911403,16.537166,15.756239,12.433532,15.61663,13.54495,18.127628,14.39514,18.273078,21.619589,15.075554,11.322102,31.886466,9.182099,37.521239,11.529213,5.687162,13.13037,31.788584,4.509914,15.171695,3.835104,14.752856,27.47476,55.901975,8.290545,21.237234,12.281337,10.008435,9.162628,24.302118,13.083385,17.630611,40.138603
MIMAT0000080,1889.330223,1131.423067,2593.661692,1779.608522,2126.452067,1719.909694,1816.518383,2198.67164,2987.98783,3033.17661,864.52709,2514.346256,724.946379,3619.311208,1385.624406,763.822988,1101.499257,1816.907225,2278.232385,1728.394595,1895.052585,1893.242531,1247.031447,1398.003837,1824.862596,1720.412405,2199.911492,980.609485,2284.450689,1363.902305,1353.155841,1833.722791,1838.447571,1401.574264,977.598316,842.513373,1221.868279,2227.061902,1539.647994,2079.80761,885.175254,1119.856658,3973.64261,2276.629332,1572.500345,2358.878796,1453.548003,1737.181906,1503.570879,1835.422262,1960.46215,1358.326086,1958.608944,1186.802528,1580.793617,3069.535588,2644.061825,965.828579,2710.683238,1978.684039,894.326644,1580.621356,1904.172822,1185.725277,2204.429817,2440.590096,765.913682,2197.556876,1718.148045,1651.883986,1346.218126,930.194533,714.713853,1055.674051,750.401889,1864.455837,1647.36425,1709.294644,2476.178674,1847.958945,1203.571161,839.144485,1616.262381,922.580352,1284.67706,1276.998737,1692.036279
MIMAT0000081,4756.652176,4673.234102,6054.909027,2434.386301,6121.098425,3460.018558,6405.001703,2815.111933,4657.064883,6388.835552,6809.154531,6151.831322,9820.627847,5809.098055,2553.473652,4341.926841,5276.339454,3364.629333,4843.77716,1877.582782,3423.240605,8188.462371,5878.989609,10220.298556,1975.024138,3088.321836,3387.41046,1540.195821,12024.475988,4578.759217,1815.222789,12415.4247,9907.866659,6901.482401,2562.674766,3648.132556,3274.465594,3989.56413,7474.034611,5409.357278,4078.33063,8955.628873,8653.537342,2799.143191,7116.634156,6484.405305,2605.25352,4550.964009,3461.60865,5154.901316,6849.823747,4909.54302,2154.078187,6573.258113,4294.28344,3355.346469,4691.925622,4530.195957,5780.549547,4645.57819,5546.927355,5123.049004,4105.340167,4999.841049,6452.414227,4434.004392,2783.442416,7776.614196,6253.857852,8158.472806,6813.599091,5941.690146,8169.385466,7677.152975,12144.493911,6877.883483,8366.064746,6477.896177,5331.442538,5457.96983,9153.895607,4753.223343,3552.212603,3778.829136,2722.040007,3546.600891,2945.82808
MIMAT0000082,1205.672354,1862.787496,1778.794802,876.747235,659.71254,1958.491699,2374.577166,2603.307847,2387.870237,2513.519377,2207.860031,2677.478614,1172.30913,3997.235344,741.687356,1159.296535,2081.176063,1233.118928,1999.980455,832.21337,3448.455884,1442.783377,1840.446407,2598.319028,1038.335977,1040.457423,1921.187713,1303.627255,3642.623159,1057.034033,1114.3305,5806.713177,1783.34325,873.986854,1433.167361,2499.164702,2365.550299,1571.177973,3765.630924,1367.86677,992.154434,3466.47102,2334.880437,1496.33342,3611.789684,3229.189093,1771.854633,1897.61303,1300.637895,817.733785,2700.571993,3010.18874,1300.635969,2891.564407,1604.503531,2325.450162,1899.680557,1757.128428,4339.705425,1831.956876,2000.467498,2604.444993,2755.764783,3648.940104,1492.827366,3453.304251,1016.679965,3575.990017,1780.819651,1180.323361,1034.992799,2881.40814,1239.152318,1089.603472,1672.105056,2226.155184,2470.205307,3302.296857,3387.309623,3735.837512,2292.31182,1294.684525,1242.10084,2819.645589,869.488364,965.34378,1121.809178
MIMAT0000083,415.319998,649.460837,609.71851,337.770297,430.734643,673.857572,870.431308,693.810297,1137.38107,754.424365,876.125491,1119.931154,384.867368,1990.638143,448.804612,363.173088,538.261553,338.419971,410.105672,264.07782,1364.821418,937.82852,499.998815,1188.178979,413.521789,366.502049,795.466979,354.241704,678.613852,246.254726,930.517598,1525.680971,792.374726,385.977576,524.877568,841.094602,658.968785,589.58197,968.159507,527.062603,320.755292,689.276114,1013.191169,633.389007,977.298556,1281.036482,738.01143,540.766042,537.667805,313.223824,1049.71325,885.808333,479.059867,1136.936873,672.046493,687.778237,584.375982,496.471586,1629.989682,909.153919,662.404943,1179.357284,758.701016,1742.20995,556.134805,607.245855,166.016567,1402.5925,480.975028,414.92596,458.675876,697.582832,265.655359,541.767398,340.685014,1202.612171,1008.435873,1665.837998,1231.767797,1573.311977,824.384843,269.132996,528.671051,1141.599433,365.917225,268.256532,394.135172
MIMAT0000084,1270.107938,1109.043782,2432.642107,2082.274681,1208.024244,1656.828678,1399.241725,1285.646338,2895.8311,2576.173087,484.456356,2447.901893,462.726194,2328.325073,990.389175,807.51143,927.175914,1614.372195,706.47855,1302.503355,1309.41883,1437.372457,1036.77097,360.284641,1134.652612,1227.60293,2176.672481,289.793717,1153.832502,1340.904243,1160.893929,1231.259275,924.588731,862.367586,396.862508,469.849585,814.301598,1614.58643,1120.830816,960.670274,607.977074,849.999728,2344.42965,1138.475046,871.269648,1220.991464,1205.540627,2616.216831,1075.496543,1668.985987,1043.378309,1104.521856,1626.061997,550.130746,1352.859674,3308.322029,1350.159227,896.154379,3339.314073,1392.841717,613.964154,1078.111677,922.496888,597.450853,1528.821505,836.573317,564.118596,1237.121136,574.982441,1522.264058,532.844739,566.391847,749.934123,1103.120073,599.554489,1660.459444,733.407909,1353.276601,1986.414698,2081.887911,1131.725337,1203.044816,1484.094618,404.1352,1161.915938,605.272448,441.61094
MIMAT0000085,70.349369,69.675727,92.29993,40.241329,58.331032,85.266991,118.553368,66.846495,65.930887,86.97809,39.850922,120.058087,99.732207,72.66466,25.219947,73.090136,80.535346,57.788026,72.722227,38.086123,94.823659,89.666687,91.340236,110.103221,33.586429,57.259366,61.633895,43.2246,96.771309,55.448728,39.240957,105.101962,114.573346,78.066961,81.809378,56.750831,41.380495,74.626865,96.423985,60.658637,54.309702,63.49575,127.257903,51.428108,108.123308,90.866605,45.472375,82.681506,56.80836,90.730888,108.367932,97.102863,92.393932,132.224407,48.615282,36.398137,89.888319,50.625343,35.797368,86.159554,55.981102,100.076981,44.155264,86.192854,110.517218,109.434349,40.527884,75.312412,111.744661,110.425755,73.104239,49.953489,71.943852,56.549041,64.557574,115.987976,74.854706,53.045667,94.512219,81.755375,79.828699,44.256037,59.49432,45.303946,35.213793,40.550406,57.575157
MIMAT0000086,4849.547838,2637.641572,6305.028362,4821.253586,5575.989206,6641.719038,7897.448217,8129.482401,8729.396048,8167.095231,1462.290918,7286.884296,5556.359892,13666.728295,4825.846137,2413.838011,6082.712349,3974.265312,7570.979878,2444.876647,12232.962195,7655.100178,7753.985163,11999.49642,5431.938347,5100.399143,6698.031151,5074.390202,11971.16404,3251.302995,5477.211332,13367.471418,5335.844489,6230.832744,5973.350398,8613.593764,6471.576694,3486.94773,12739.724818,5315.612113,7225.741925,3184.460605,9029.854354,7143.695694,8922.267196,6831.661853,5922.646261,7665.880856,5536.96454,3728.634899,13175.464801,8022.21892,2177.399198,7392.985093,3890.617212,6756.373824,6416.313768,5366.286371,19293.089028,3759.030493,8104.235437,8996.304378,8750.803635,9900.707797,5540.900663,15152.448556,3225.97736,11666.540919,4721.064047,3083.390402,2307.574378,8330.87981,6048.652516,5219.338559,11520.01125,7428.317651,11841.061312,12250.897033,10388.468017,6181.952019,10027.405807,2748.565669,7415.829028,10374.603627,6763.692494,4812.207544,4536.352538
MIMAT0000087,20146.038387,12870.514236,8580.187925,19486.220985,9365.447576,17157.705191,10323.892479,24755.287727,89068.819978,24649.443285,30787.216302,15273.496446,46373.393216,24376.785946,6027.015165,38427.398407,16942.241122,84927.16585,18978.832112,14434.851374,25262.51415,77032.960239,33047.074623,24837.853633,61251.1602,30789.329841,10275.972624,5328.293054,74671.007923,10541.885129,18453.763642,29404.714287,50946.76685,63635.102683,66692.048149,61809.457671,82909.252574,38014.211808,18496.5502,26646.555476,7354.773028,11439.652005,80992.736363,55096.717988,36247.749507,8895.338338,17143.346959,23865.653293,66737.915831,34342.507364,34727.339411,52642.748169,9244.021811,7097.651748,21828.062096,8861.847323,23346.299534,22895.525937,10139.121155,20698.340255,50299.818781,15705.605396,115845.821551,172652.809606,19141.446829,25321.935325,16489.149608,79107.323831,13420.888328,12207.25919,33915.221788,7044.199,14514.188941,4266.83203,14192.439095,10568.132505,22493.418675,9138.13643,22360.637487,24302.903667,10086.970297,29006.625585,19735.923032,38613.963275,19265.841161,47662.594583,1434.199712
MIMAT0000088,3541.369926,1482.339568,3444.404284,2697.239231,3311.37265,2178.033503,2250.564104,3418.212569,11867.706305,5644.730619,3990.147901,3096.765444,10927.837628,2863.632712,872.389276,10876.350745,2442.310824,10867.656743,3002.593445,2005.30807,2182.009575,17923.481847,7710.687523,5163.884912,8649.127207,3531.97667,2218.96459,751.930243,19128.596653,2614.763274,2148.113769,4134.388862,11458.425965,20087.17356,13052.788887,8193.637618,8029.68749,5839.32925,3515.359735,2446.371528,1254.408337,1279.836178,13928.991263,7333.797932,6380.453192,1084.691558,2048.347588,4242.576507,9299.834531,7829.439804,7510.67943,6636.785722,1277.314957,768.252761,2899.981232,1226.910386,4736.564039,3566.769937,1278.062838,2304.768097,6652.61122,3033.118684,11329.397714,29085.336493,3765.18978,3644.750589,4208.250843,15797.116453,2775.583614,3736.940257,9561.750721,1294.7541,2298.337624,958.02351,3058.494915,2240.399323,6276.581132,1822.118697,2289.01961,3497.59724,1414.196122,3618.830115,2436.129267,6401.057531,2043.652576,5221.237722,162.626078
MIMAT0000089,9.733101,2.076428,0.505292,0.856199,209.762966,24.669478,5.459695,0.592874,2.344209,3.685512,0.0,8.706503,3.645564,1.358218,5.154442,8.075114,2.038869,0.553879,2.145902,11.362711,13.140357,0.772988,12.307208,0.731096,0.177706,9.999338,1.010393,0.444469,0.134967,10.524539,5.632674,0.227002,30.734755,1.089306,2.531818,0.709386,0.415884,6.68966,0.979918,5.804655,0.911237,0.24803,2.338584,6.842825,0.1309,0.913232,13.32811,1.740664,1.931161,1.733711,0.0,7.797936,10.859403,0.965142,21.916725,1.465697,23.440264,1.716113,0.0,12.582707,8.911277,14.129764,5.496506,3.605024,3.54872,0.127546,13.720376,1.214716,12.416073,9.004675,0.532312,0.25229,3.86564,0.551698,0.0,8.648226,2.523192,0.816088,2.487164,9.740386,13.509473,6.098889,21.21211,0.600052,5.149843,8.272825,1.035835
MIMAT0000090,27.597653,22.72536,21.390676,14.555374,12.809952,19.868037,21.4488,18.082644,28.277025,25.430034,19.925462,17.413005,21.092189,48.726068,14.174715,16.357282,25.740728,13.662344,5.960839,12.414815,23.439556,34.591244,25.504092,12.428649,17.059773,18.104065,16.021927,17.334287,20.110077,10.914336,9.200033,19.976183,13.457821,15.25029,26.900568,14.897094,27.032483,16.50116,33.31723,28.152573,18.406979,15.625908,27.673235,12.40262,39.269966,26.483734,16.72547,17.116523,20.116275,23.116149,25.744123,27.292773,8.545104,28.310822,9.563662,12.946988,19.159868,9.953456,6.772475,16.208233,22.620936,33.677709,39.025192,58.663577,31.431502,35.202659,11.081843,38.466017,7.39052,14.928804,31.406433,32.293165,13.959255,23.723013,15.340414,16.279014,23.549796,30.603271,42.07452,23.153377,20.264207,16.107321,20.961079,23.702064,10.021317,22.512934,13.379535
MIMAT0000091,9.979507,5.075715,7.916236,9.418183,10.522461,11.589688,9.749455,15.266494,11.86756,8.476678,16.654117,18.787716,6.770332,7.300421,5.522616,11.595036,10.449206,4.800284,1.907468,4.208412,3.906593,6.956898,10.231293,8.626944,6.930533,4.841785,10.24826,9.667198,2.024505,9.550044,9.951055,4.540041,18.186245,10.893064,6.013068,2.364618,5.614438,9.662841,7.447381,6.965585,10.93484,13.889695,13.836618,6.628987,7.068594,8.447398,6.272051,12.184643,14.322789,7.512748,16.578676,7.983601,3.738483,7.077706,2.789402,6.10707,5.09571,7.550898,8.707468,4.265324,3.198919,8.499106,9.160843,29.823382,9.125275,5.484473,3.588407,27.803507,2.660587,10.900396,9.759061,17.912615,2.577093,18.757731,68.392676,23.909802,4.485676,24.278595,5.803382,15.009775,4.605502,3.284017,5.397164,3.000261,20.738558,3.526122,0.431599
MIMAT0000092,6927.749477,4158.395075,6452.405073,4365.970052,21590.030744,3206.369959,4362.685951,6820.417558,6604.956331,7467.953548,19123.981571,5555.206788,4154.640644,4705.376212,6601.551338,5130.389285,6337.316181,4553.068702,4808.727434,5257.35804,3785.133144,7949.995361,6448.383282,9985.470171,4981.453718,2803.498588,4681.866615,2167.897011,13216.504139,2928.550459,4571.477496,8759.329214,12600.158471,5546.385206,3910.076778,6378.793351,5060.065141,4631.622763,6813.177554,7330.98806,7129.879829,9537.011818,7742.659187,5206.748478,3125.889304,6365.685115,4842.285334,5655.704937,7302.207931,4134.901224,6420.126029,4984.923061,5070.628842,10196.721607,3497.909342,5611.542457,3321.383553,8300.325324,10469.037452,9271.322621,5112.788207,6933.889912,6377.046008,13139.002853,5774.77808,5140.353385,5871.688298,8400.438537,7050.260265,7539.99379,13029.233886,5245.621061,11705.586861,7195.244806,5766.077874,14659.760971,5860.53475,12663.837155,5134.95661,9225.264005,7884.005213,7496.941177,7096.392217,3281.385807,3780.541528,6204.483355,3697.15365
MIMAT0000093,3094.26335,5875.025046,4379.867433,5325.768535,7329.122672,3015.802374,3092.137026,3400.278147,6825.165498,4071.385423,11735.799095,4161.708161,4363.218969,5298.577892,3842.820451,2223.762244,5949.166395,4916.597846,3937.729748,2834.996393,5800.934957,5135.736814,4487.830398,5748.031483,4135.217893,3458.718363,2836.169599,2390.79816,3682.303445,3053.383189,2868.720414,4789.28986,5751.763926,7747.510391,3123.314264,3148.488786,3367.831634,3888.327285,5013.85115,9233.463485,5397.801259,12980.416026,6006.650933,2685.595061,2484.348956,4153.836704,3219.130593,3535.867237,4142.665266,4033.190167,4965.111322,6660.550856,2763.984952,7512.984374,3806.138199,3899.364277,3199.901834,3146.837006,4867.474752,4392.431182,4915.369142,3195.770336,3311.82795,4932.001046,5522.819105,2928.708113,2790.61923,5111.526482,2807.806283,6141.899465,6596.593057,3464.955734,4373.112415,3511.281672,7803.796112,6331.010351,3776.097518,4692.705426,3568.043514,5680.401939,7034.443624,5627.710096,3781.278292,3343.191192,3399.035588,6936.424964,3761.893328
MIMAT0000094,3.326502,6.690715,2.69489,7.919836,1.601244,7.450514,5.849672,7.2627,6.446576,12.530741,1.78437,5.040607,17.446625,8.319085,6.074878,2.277596,7.90062,4.800284,10.729509,9.258506,25.925569,51.983489,11.26925,7.895848,1.954766,31.682113,1.443416,8.111557,3.374174,7.211258,4.130627,19.522178,8.365672,25.054047,49.528696,38.070349,24.953061,5.649046,6.075494,11.028843,4.191689,5.704696,22.411422,3.528331,29.583374,4.566161,6.272051,7.252764,7.241858,5.779038,10.243735,19.123509,2.670345,37.640526,0.996215,1.709979,12.63736,5.491563,3.144364,2.559195,10.739231,26.134752,3.297904,9.176424,4.224666,22.575618,5.804775,25.104137,5.616795,3.317512,4.968249,17.660325,2.147578,7.172074,0.0,3.561034,18.783766,29.991205,4.352536,12.933955,18.422007,7.506324,24.601025,17.401516,26.723511,13.968868,3.884381
